row_id,variant_id,base_model,model,rating,label,iteration,timestamp,source
mistral_normative_21_20250625_174440,mistral_normative,mistral,normative,3,Feasible,21,20250625_174440,llm
mistral_normative2_21_20250625_174440,mistral_normative2,mistral,normative2,3,Feasible,21,20250625_174440,llm
mistral_subject_matter_21_20250625_174440,mistral_subject_matter,mistral,subject_matter,3,Feasible,21,20250625_174440,llm
mistral_subject_matter2_21_20250625_174440,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,21,20250625_174440,llm
mistral_generalist_22_20250625_174459,mistral_generalist,mistral,generalist,3,Feasible,22,20250625_174459,llm
mistral_generalist2_22_20250625_174459,mistral_generalist2,mistral,generalist2,3,Feasible,22,20250625_174459,llm
mistral_normative_22_20250625_174459,mistral_normative,mistral,normative,3,Feasible,22,20250625_174459,llm
mistral_normative2_22_20250625_174459,mistral_normative2,mistral,normative2,3,Feasible,22,20250625_174459,llm
mistral_subject_matter_22_20250625_174459,mistral_subject_matter,mistral,subject_matter,3,Feasible,22,20250625_174459,llm
mistral_subject_matter2_22_20250625_174459,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,22,20250625_174459,llm
mistral_generalist_23_20250625_174524,mistral_generalist,mistral,generalist,3,Feasible,23,20250625_174524,llm
mistral_generalist2_23_20250625_174524,mistral_generalist2,mistral,generalist2,3,Feasible,23,20250625_174524,llm
mistral_normative_23_20250625_174524,mistral_normative,mistral,normative,3,Feasible,23,20250625_174524,llm
mistral_normative2_23_20250625_174524,mistral_normative2,mistral,normative2,3,Feasible,23,20250625_174524,llm
mistral_subject_matter_23_20250625_174524,mistral_subject_matter,mistral,subject_matter,3,Feasible,23,20250625_174524,llm
mistral_subject_matter2_23_20250625_174524,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,23,20250625_174524,llm
mistral_generalist_24_20250625_174550,mistral_generalist,mistral,generalist,3,Feasible,24,20250625_174550,llm
mistral_generalist2_24_20250625_174550,mistral_generalist2,mistral,generalist2,3,Feasible,24,20250625_174550,llm
mistral_normative_24_20250625_174550,mistral_normative,mistral,normative,3,Feasible,24,20250625_174550,llm
mistral_normative2_24_20250625_174550,mistral_normative2,mistral,normative2,3,Feasible,24,20250625_174550,llm
mistral_subject_matter_24_20250625_174550,mistral_subject_matter,mistral,subject_matter,3,Feasible,24,20250625_174550,llm
mistral_subject_matter2_24_20250625_174550,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,24,20250625_174550,llm
mistral_generalist_25_20250625_174633,mistral_generalist,mistral,generalist,3,Feasible,25,20250625_174633,llm
mistral_generalist2_25_20250625_174633,mistral_generalist2,mistral,generalist2,3,Feasible,25,20250625_174633,llm
mistral_normative_25_20250625_174633,mistral_normative,mistral,normative,3,Feasible,25,20250625_174633,llm
mistral_normative2_25_20250625_174633,mistral_normative2,mistral,normative2,3,Feasible,25,20250625_174633,llm
mistral_subject_matter_25_20250625_174633,mistral_subject_matter,mistral,subject_matter,3,Feasible,25,20250625_174633,llm
mistral_subject_matter2_25_20250625_174633,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,25,20250625_174633,llm
mistral_generalist_26_20250625_174651,mistral_generalist,mistral,generalist,3,Feasible,26,20250625_174651,llm
mistral_generalist2_26_20250625_174651,mistral_generalist2,mistral,generalist2,3,Feasible,26,20250625_174651,llm
mistral_normative_26_20250625_174651,mistral_normative,mistral,normative,3,Feasible,26,20250625_174651,llm
mistral_normative2_26_20250625_174651,mistral_normative2,mistral,normative2,3,Feasible,26,20250625_174651,llm
mistral_subject_matter_26_20250625_174651,mistral_subject_matter,mistral,subject_matter,3,Feasible,26,20250625_174651,llm
mistral_subject_matter2_26_20250625_174651,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,26,20250625_174651,llm
mistral_generalist_27_20250625_174718,mistral_generalist,mistral,generalist,3,Feasible,27,20250625_174718,llm
mistral_generalist2_27_20250625_174718,mistral_generalist2,mistral,generalist2,3,Feasible,27,20250625_174718,llm
mistral_normative_27_20250625_174718,mistral_normative,mistral,normative,3,Feasible,27,20250625_174718,llm
mistral_normative2_27_20250625_174718,mistral_normative2,mistral,normative2,3,Feasible,27,20250625_174718,llm
mistral_subject_matter_27_20250625_174718,mistral_subject_matter,mistral,subject_matter,3,Feasible,27,20250625_174718,llm
mistral_subject_matter2_27_20250625_174718,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,27,20250625_174718,llm
mistral_generalist_28_20250625_174753,mistral_generalist,mistral,generalist,3,Feasible,28,20250625_174753,llm
mistral_generalist2_28_20250625_174753,mistral_generalist2,mistral,generalist2,3,Feasible,28,20250625_174753,llm
mistral_normative_28_20250625_174753,mistral_normative,mistral,normative,3,Feasible,28,20250625_174753,llm
mistral_normative2_28_20250625_174753,mistral_normative2,mistral,normative2,3,Feasible,28,20250625_174753,llm
mistral_subject_matter_28_20250625_174753,mistral_subject_matter,mistral,subject_matter,3,Feasible,28,20250625_174753,llm
mistral_subject_matter2_28_20250625_174753,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,28,20250625_174753,llm
mistral_generalist_29_20250625_174851,mistral_generalist,mistral,generalist,3,Feasible,29,20250625_174851,llm
mistral_generalist2_29_20250625_174851,mistral_generalist2,mistral,generalist2,3,Feasible,29,20250625_174851,llm
mistral_normative_29_20250625_174851,mistral_normative,mistral,normative,3,Feasible,29,20250625_174851,llm
mistral_normative2_29_20250625_174851,mistral_normative2,mistral,normative2,3,Feasible,29,20250625_174851,llm
mistral_subject_matter_29_20250625_174851,mistral_subject_matter,mistral,subject_matter,3,Feasible,29,20250625_174851,llm
mistral_subject_matter2_29_20250625_174851,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,29,20250625_174851,llm
mistral_generalist_30_20250625_174911,mistral_generalist,mistral,generalist,3,Feasible,30,20250625_174911,llm
mistral_generalist2_30_20250625_174911,mistral_generalist2,mistral,generalist2,3,Feasible,30,20250625_174911,llm
mistral_normative_30_20250625_174911,mistral_normative,mistral,normative,3,Feasible,30,20250625_174911,llm
mistral_normative2_30_20250625_174911,mistral_normative2,mistral,normative2,3,Feasible,30,20250625_174911,llm
mistral_subject_matter_30_20250625_174911,mistral_subject_matter,mistral,subject_matter,3,Feasible,30,20250625_174911,llm
mistral_subject_matter2_30_20250625_174911,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,30,20250625_174911,llm
mistral_generalist_31_20250625_174938,mistral_generalist,mistral,generalist,3,Feasible,31,20250625_174938,llm
mistral_generalist2_31_20250625_174938,mistral_generalist2,mistral,generalist2,3,Feasible,31,20250625_174938,llm
mistral_normative_31_20250625_174938,mistral_normative,mistral,normative,3,Feasible,31,20250625_174938,llm
mistral_normative2_31_20250625_174938,mistral_normative2,mistral,normative2,3,Feasible,31,20250625_174938,llm
mistral_subject_matter_31_20250625_174938,mistral_subject_matter,mistral,subject_matter,3,Feasible,31,20250625_174938,llm
mistral_subject_matter2_31_20250625_174938,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,31,20250625_174938,llm
mistral_generalist_32_20250625_175013,mistral_generalist,mistral,generalist,3,Feasible,32,20250625_175013,llm
mistral_generalist2_32_20250625_175013,mistral_generalist2,mistral,generalist2,3,Feasible,32,20250625_175013,llm
mistral_normative_32_20250625_175013,mistral_normative,mistral,normative,3,Feasible,32,20250625_175013,llm
mistral_normative2_32_20250625_175013,mistral_normative2,mistral,normative2,3,Feasible,32,20250625_175013,llm
mistral_subject_matter_32_20250625_175013,mistral_subject_matter,mistral,subject_matter,3,Feasible,32,20250625_175013,llm
mistral_subject_matter2_32_20250625_175013,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,32,20250625_175013,llm
mistral_generalist_33_20250625_175038,mistral_generalist,mistral,generalist,3,Feasible,33,20250625_175038,llm
mistral_generalist2_33_20250625_175038,mistral_generalist2,mistral,generalist2,3,Feasible,33,20250625_175038,llm
mistral_normative_33_20250625_175038,mistral_normative,mistral,normative,3,Feasible,33,20250625_175038,llm
mistral_normative2_33_20250625_175038,mistral_normative2,mistral,normative2,3,Feasible,33,20250625_175038,llm
mistral_subject_matter_33_20250625_175038,mistral_subject_matter,mistral,subject_matter,3,Feasible,33,20250625_175038,llm
mistral_subject_matter2_33_20250625_175038,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,33,20250625_175038,llm
mistral_generalist_34_20250625_175059,mistral_generalist,mistral,generalist,3,Feasible,34,20250625_175059,llm
mistral_generalist2_34_20250625_175059,mistral_generalist2,mistral,generalist2,3,Feasible,34,20250625_175059,llm
mistral_normative_34_20250625_175059,mistral_normative,mistral,normative,3,Feasible,34,20250625_175059,llm
mistral_normative2_34_20250625_175059,mistral_normative2,mistral,normative2,3,Feasible,34,20250625_175059,llm
mistral_subject_matter_34_20250625_175059,mistral_subject_matter,mistral,subject_matter,3,Feasible,34,20250625_175059,llm
mistral_subject_matter2_34_20250625_175059,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,34,20250625_175059,llm
mistral_generalist_35_20250625_175125,mistral_generalist,mistral,generalist,3,Feasible,35,20250625_175125,llm
mistral_generalist2_35_20250625_175125,mistral_generalist2,mistral,generalist2,3,Feasible,35,20250625_175125,llm
mistral_normative_35_20250625_175125,mistral_normative,mistral,normative,3,Feasible,35,20250625_175125,llm
mistral_normative2_35_20250625_175125,mistral_normative2,mistral,normative2,3,Feasible,35,20250625_175125,llm
mistral_subject_matter_35_20250625_175125,mistral_subject_matter,mistral,subject_matter,3,Feasible,35,20250625_175125,llm
mistral_subject_matter2_35_20250625_175125,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,35,20250625_175125,llm
mistral_generalist_36_20250625_175143,mistral_generalist,mistral,generalist,3,Feasible,36,20250625_175143,llm
mistral_generalist2_36_20250625_175143,mistral_generalist2,mistral,generalist2,3,Feasible,36,20250625_175143,llm
mistral_normative_36_20250625_175143,mistral_normative,mistral,normative,3,Feasible,36,20250625_175143,llm
mistral_normative2_36_20250625_175143,mistral_normative2,mistral,normative2,3,Feasible,36,20250625_175143,llm
mistral_subject_matter_36_20250625_175143,mistral_subject_matter,mistral,subject_matter,3,Feasible,36,20250625_175143,llm
mistral_subject_matter2_36_20250625_175143,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,36,20250625_175143,llm
mistral_generalist_37_20250625_175218,mistral_generalist,mistral,generalist,3,Feasible,37,20250625_175218,llm
mistral_generalist2_37_20250625_175218,mistral_generalist2,mistral,generalist2,3,Feasible,37,20250625_175218,llm
mistral_normative_37_20250625_175218,mistral_normative,mistral,normative,3,Feasible,37,20250625_175218,llm
mistral_normative2_37_20250625_175218,mistral_normative2,mistral,normative2,3,Feasible,37,20250625_175218,llm
mistral_subject_matter_37_20250625_175218,mistral_subject_matter,mistral,subject_matter,3,Feasible,37,20250625_175218,llm
mistral_subject_matter2_37_20250625_175218,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,37,20250625_175218,llm
mistral_generalist_38_20250625_175236,mistral_generalist,mistral,generalist,3,Feasible,38,20250625_175236,llm
mistral_generalist2_38_20250625_175236,mistral_generalist2,mistral,generalist2,3,Feasible,38,20250625_175236,llm
mistral_normative_38_20250625_175236,mistral_normative,mistral,normative,3,Feasible,38,20250625_175236,llm
mistral_normative2_38_20250625_175236,mistral_normative2,mistral,normative2,3,Feasible,38,20250625_175236,llm
mistral_subject_matter_38_20250625_175236,mistral_subject_matter,mistral,subject_matter,3,Feasible,38,20250625_175236,llm
mistral_subject_matter2_38_20250625_175236,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,38,20250625_175236,llm
mistral_generalist_39_20250625_175254,mistral_generalist,mistral,generalist,3,Feasible,39,20250625_175254,llm
mistral_generalist2_39_20250625_175254,mistral_generalist2,mistral,generalist2,3,Feasible,39,20250625_175254,llm
mistral_normative_39_20250625_175254,mistral_normative,mistral,normative,3,Feasible,39,20250625_175254,llm
mistral_normative2_39_20250625_175254,mistral_normative2,mistral,normative2,3,Feasible,39,20250625_175254,llm
mistral_subject_matter_39_20250625_175254,mistral_subject_matter,mistral,subject_matter,3,Feasible,39,20250625_175254,llm
mistral_subject_matter2_39_20250625_175254,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,39,20250625_175254,llm
mistral_generalist_40_20250625_175311,mistral_generalist,mistral,generalist,3,Feasible,40,20250625_175311,llm
mistral_generalist2_40_20250625_175311,mistral_generalist2,mistral,generalist2,3,Feasible,40,20250625_175311,llm
mistral_normative_40_20250625_175311,mistral_normative,mistral,normative,3,Feasible,40,20250625_175311,llm
mistral_normative2_40_20250625_175311,mistral_normative2,mistral,normative2,3,Feasible,40,20250625_175311,llm
mistral_subject_matter_40_20250625_175311,mistral_subject_matter,mistral,subject_matter,3,Feasible,40,20250625_175311,llm
mistral_subject_matter2_40_20250625_175311,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,40,20250625_175311,llm
mistral_generalist_41_20250625_175329,mistral_generalist,mistral,generalist,3,Feasible,41,20250625_175329,llm
mistral_generalist2_41_20250625_175329,mistral_generalist2,mistral,generalist2,3,Feasible,41,20250625_175329,llm
mistral_normative_41_20250625_175329,mistral_normative,mistral,normative,3,Feasible,41,20250625_175329,llm
mistral_normative2_41_20250625_175329,mistral_normative2,mistral,normative2,3,Feasible,41,20250625_175329,llm
mistral_subject_matter_41_20250625_175329,mistral_subject_matter,mistral,subject_matter,3,Feasible,41,20250625_175329,llm
mistral_subject_matter2_41_20250625_175329,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,41,20250625_175329,llm
mistral_generalist_42_20250625_175351,mistral_generalist,mistral,generalist,3,Feasible,42,20250625_175351,llm
mistral_generalist2_42_20250625_175351,mistral_generalist2,mistral,generalist2,3,Feasible,42,20250625_175351,llm
mistral_normative_42_20250625_175351,mistral_normative,mistral,normative,3,Feasible,42,20250625_175351,llm
mistral_normative2_42_20250625_175351,mistral_normative2,mistral,normative2,3,Feasible,42,20250625_175351,llm
mistral_subject_matter_42_20250625_175351,mistral_subject_matter,mistral,subject_matter,3,Feasible,42,20250625_175351,llm
mistral_subject_matter2_42_20250625_175351,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,42,20250625_175351,llm
mistral_generalist_43_20250625_175426,mistral_generalist,mistral,generalist,3,Feasible,43,20250625_175426,llm
mistral_generalist2_43_20250625_175426,mistral_generalist2,mistral,generalist2,3,Feasible,43,20250625_175426,llm
mistral_normative_43_20250625_175426,mistral_normative,mistral,normative,3,Feasible,43,20250625_175426,llm
mistral_normative2_43_20250625_175426,mistral_normative2,mistral,normative2,3,Feasible,43,20250625_175426,llm
mistral_subject_matter_43_20250625_175426,mistral_subject_matter,mistral,subject_matter,3,Feasible,43,20250625_175426,llm
mistral_subject_matter2_43_20250625_175426,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,43,20250625_175426,llm
mistral_generalist_44_20250625_175445,mistral_generalist,mistral,generalist,3,Feasible,44,20250625_175445,llm
mistral_generalist2_44_20250625_175445,mistral_generalist2,mistral,generalist2,3,Feasible,44,20250625_175445,llm
mistral_normative_44_20250625_175445,mistral_normative,mistral,normative,3,Feasible,44,20250625_175445,llm
mistral_normative2_44_20250625_175445,mistral_normative2,mistral,normative2,3,Feasible,44,20250625_175445,llm
mistral_subject_matter_44_20250625_175445,mistral_subject_matter,mistral,subject_matter,3,Feasible,44,20250625_175445,llm
mistral_subject_matter2_44_20250625_175445,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,44,20250625_175445,llm
mistral_generalist_45_20250625_175504,mistral_generalist,mistral,generalist,3,Feasible,45,20250625_175504,llm
mistral_generalist2_45_20250625_175504,mistral_generalist2,mistral,generalist2,3,Feasible,45,20250625_175504,llm
mistral_normative_45_20250625_175504,mistral_normative,mistral,normative,3,Feasible,45,20250625_175504,llm
mistral_normative2_45_20250625_175504,mistral_normative2,mistral,normative2,3,Feasible,45,20250625_175504,llm
mistral_subject_matter_45_20250625_175504,mistral_subject_matter,mistral,subject_matter,3,Feasible,45,20250625_175504,llm
mistral_subject_matter2_45_20250625_175504,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,45,20250625_175504,llm
mistral_generalist_46_20250625_175522,mistral_generalist,mistral,generalist,3,Feasible,46,20250625_175522,llm
mistral_generalist2_46_20250625_175522,mistral_generalist2,mistral,generalist2,3,Feasible,46,20250625_175522,llm
mistral_normative_46_20250625_175522,mistral_normative,mistral,normative,3,Feasible,46,20250625_175522,llm
mistral_normative2_46_20250625_175522,mistral_normative2,mistral,normative2,3,Feasible,46,20250625_175522,llm
mistral_subject_matter_46_20250625_175522,mistral_subject_matter,mistral,subject_matter,3,Feasible,46,20250625_175522,llm
mistral_subject_matter2_46_20250625_175522,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,46,20250625_175522,llm
mistral_generalist_47_20250625_175540,mistral_generalist,mistral,generalist,3,Feasible,47,20250625_175540,llm
mistral_generalist2_47_20250625_175540,mistral_generalist2,mistral,generalist2,3,Feasible,47,20250625_175540,llm
mistral_normative_47_20250625_175540,mistral_normative,mistral,normative,3,Feasible,47,20250625_175540,llm
mistral_normative2_47_20250625_175540,mistral_normative2,mistral,normative2,3,Feasible,47,20250625_175540,llm
mistral_subject_matter_47_20250625_175540,mistral_subject_matter,mistral,subject_matter,3,Feasible,47,20250625_175540,llm
mistral_subject_matter2_47_20250625_175540,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,47,20250625_175540,llm
mistral_generalist_48_20250625_175558,mistral_generalist,mistral,generalist,3,Feasible,48,20250625_175558,llm
mistral_generalist2_48_20250625_175558,mistral_generalist2,mistral,generalist2,3,Feasible,48,20250625_175558,llm
mistral_normative_48_20250625_175558,mistral_normative,mistral,normative,3,Feasible,48,20250625_175558,llm
mistral_normative2_48_20250625_175558,mistral_normative2,mistral,normative2,3,Feasible,48,20250625_175558,llm
mistral_subject_matter_48_20250625_175558,mistral_subject_matter,mistral,subject_matter,3,Feasible,48,20250625_175558,llm
mistral_subject_matter2_48_20250625_175558,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,48,20250625_175558,llm
mistral_generalist_49_20250625_175615,mistral_generalist,mistral,generalist,3,Feasible,49,20250625_175615,llm
mistral_generalist2_49_20250625_175615,mistral_generalist2,mistral,generalist2,3,Feasible,49,20250625_175615,llm
mistral_normative_49_20250625_175615,mistral_normative,mistral,normative,3,Feasible,49,20250625_175615,llm
mistral_normative2_49_20250625_175615,mistral_normative2,mistral,normative2,3,Feasible,49,20250625_175615,llm
mistral_subject_matter_49_20250625_175615,mistral_subject_matter,mistral,subject_matter,3,Feasible,49,20250625_175615,llm
mistral_subject_matter2_49_20250625_175615,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,49,20250625_175615,llm
gemma3-12b_generalist_00_20250627_145342,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,0,20250627_145342,llm
gemma3-12b_generalist2_00_20250627_145342,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,0,20250627_145342,llm
gemma3-12b_normative_00_20250627_145342,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,0,20250627_145342,llm
gemma3-12b_normative2_00_20250627_145342,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,0,20250627_145342,llm
gemma3-12b_subject_matter_00_20250627_145342,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,0,20250627_145342,llm
gemma3-12b_subject_matter2_00_20250627_145342,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,0,20250627_145342,llm
gemma3-12b_generalist_01_20250627_145617,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,1,20250627_145617,llm
gemma3-12b_generalist2_01_20250627_145617,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,1,20250627_145617,llm
gemma3-12b_normative_01_20250627_145617,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,1,20250627_145617,llm
gemma3-12b_normative2_01_20250627_145617,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,1,20250627_145617,llm
gemma3-12b_subject_matter_01_20250627_145617,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,1,20250627_145617,llm
gemma3-12b_subject_matter2_01_20250627_145617,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,1,20250627_145617,llm
gemma3-12b_generalist_02_20250627_145819,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,2,20250627_145819,llm
gemma3-12b_generalist2_02_20250627_145819,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,2,20250627_145819,llm
gemma3-12b_normative_02_20250627_145819,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,2,20250627_145819,llm
gemma3-12b_normative2_02_20250627_145819,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,2,20250627_145819,llm
gemma3-12b_subject_matter_02_20250627_145819,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,2,20250627_145819,llm
gemma3-12b_subject_matter2_02_20250627_145819,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,2,20250627_145819,llm
gemma3-12b_generalist_03_20250627_145950,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,3,20250627_145950,llm
gemma3-12b_generalist2_03_20250627_145950,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,3,20250627_145950,llm
gemma3-12b_normative_03_20250627_145950,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,3,20250627_145950,llm
gemma3-12b_normative2_03_20250627_145950,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,3,20250627_145950,llm
gemma3-12b_subject_matter_03_20250627_145950,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,3,20250627_145950,llm
gemma3-12b_subject_matter2_03_20250627_145950,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,3,20250627_145950,llm
gemma3-12b_generalist_04_20250627_150434,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,4,20250627_150434,llm
gemma3-12b_generalist2_04_20250627_150434,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,4,20250627_150434,llm
gemma3-12b_normative_04_20250627_150434,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,4,20250627_150434,llm
gemma3-12b_normative2_04_20250627_150434,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,4,20250627_150434,llm
gemma3-12b_subject_matter_04_20250627_150434,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,4,20250627_150434,llm
gemma3-12b_subject_matter2_04_20250627_150434,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,4,20250627_150434,llm
gemma3-12b_generalist_05_20250627_151715,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,5,20250627_151715,llm
gemma3-12b_generalist2_05_20250627_151715,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,5,20250627_151715,llm
gemma3-12b_normative_05_20250627_151715,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,5,20250627_151715,llm
gemma3-12b_normative2_05_20250627_151715,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,5,20250627_151715,llm
gemma3-12b_subject_matter_05_20250627_151715,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,5,20250627_151715,llm
gemma3-12b_subject_matter2_05_20250627_151715,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,5,20250627_151715,llm
gemma3-12b_generalist_06_20250627_223549,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,6,20250627_223549,llm
gemma3-12b_generalist2_06_20250627_223549,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,6,20250627_223549,llm
gemma3-12b_normative_06_20250627_223549,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,6,20250627_223549,llm
gemma3-12b_normative2_06_20250627_223549,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,6,20250627_223549,llm
gemma3-12b_subject_matter_06_20250627_223549,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,6,20250627_223549,llm
gemma3-12b_subject_matter2_06_20250627_223549,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,6,20250627_223549,llm
gemma3-12b_generalist_07_20250627_223709,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,7,20250627_223709,llm
gemma3-12b_generalist2_07_20250627_223709,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,7,20250627_223709,llm
gemma3-12b_normative_07_20250627_223709,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,7,20250627_223709,llm
gemma3-12b_normative2_07_20250627_223709,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,7,20250627_223709,llm
gemma3-12b_subject_matter_07_20250627_223709,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,7,20250627_223709,llm
gemma3-12b_subject_matter2_07_20250627_223709,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,7,20250627_223709,llm
gemma3-12b_generalist_08_20250627_223825,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,8,20250627_223825,llm
gemma3-12b_generalist2_08_20250627_223825,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,8,20250627_223825,llm
gemma3-12b_normative_08_20250627_223825,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,8,20250627_223825,llm
gemma3-12b_normative2_08_20250627_223825,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,8,20250627_223825,llm
gemma3-12b_subject_matter_08_20250627_223825,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,8,20250627_223825,llm
gemma3-12b_subject_matter2_08_20250627_223825,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,8,20250627_223825,llm
gemma3-12b_generalist_09_20250627_223941,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,9,20250627_223941,llm
gemma3-12b_generalist2_09_20250627_223941,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,9,20250627_223941,llm
gemma3-12b_normative_09_20250627_223941,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,9,20250627_223941,llm
gemma3-12b_normative2_09_20250627_223941,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,9,20250627_223941,llm
gemma3-12b_subject_matter_09_20250627_223941,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,9,20250627_223941,llm
gemma3-12b_subject_matter2_09_20250627_223941,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,9,20250627_223941,llm
gemma3-12b_generalist_10_20250627_224054,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,10,20250627_224054,llm
gemma3-12b_generalist2_10_20250627_224054,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,10,20250627_224054,llm
gemma3-12b_normative_10_20250627_224054,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,10,20250627_224054,llm
gemma3-12b_normative2_10_20250627_224054,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,10,20250627_224054,llm
gemma3-12b_subject_matter_10_20250627_224054,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,10,20250627_224054,llm
gemma3-12b_subject_matter2_10_20250627_224054,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,10,20250627_224054,llm
gemma3-12b_generalist_11_20250627_224211,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,11,20250627_224211,llm
gemma3-12b_generalist2_11_20250627_224211,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,11,20250627_224211,llm
gemma3-12b_normative_11_20250627_224211,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,11,20250627_224211,llm
