row_id,variant_id,base_model,model,rating,label,condition,anchor_type,anchor_level,iteration
ANCHOR_EXAMPLE_llama_subject-matter_05_20260702_215004,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_mistral_generalist_05_20260702_215004,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_mistral_normative_05_20260702_215004,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_mistral_subject-matter_05_20260702_215004,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_gemma3_generalist_05_20260702_215004,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_gemma3_normative_05_20260702_215004,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_gemma3_subject-matter_05_20260702_215004,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_phi4_generalist_06_20260702_215154,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_phi4_normative_06_20260702_215154,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_phi4_subject-matter_06_20260702_215154,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_llama_generalist_06_20260702_215154,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_llama_normative_06_20260702_215154,llama_normative,llama,normative,4,Very feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_llama_subject-matter_06_20260702_215154,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_mistral_generalist_06_20260702_215154,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_mistral_normative_06_20260702_215154,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_mistral_subject-matter_06_20260702_215154,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_gemma3_generalist_06_20260702_215154,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_gemma3_normative_06_20260702_215154,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_gemma3_subject-matter_06_20260702_215154,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,6
ANCHOR_EXAMPLE_phi4_generalist_07_20260702_215355,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_phi4_normative_07_20260702_215355,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_phi4_subject-matter_07_20260702_215355,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_llama_generalist_07_20260702_215355,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_llama_normative_07_20260702_215355,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_llama_subject-matter_07_20260702_215355,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_mistral_generalist_07_20260702_215355,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_mistral_normative_07_20260702_215355,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_mistral_subject-matter_07_20260702_215355,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_gemma3_generalist_07_20260702_215355,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_gemma3_normative_07_20260702_215355,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_gemma3_subject-matter_07_20260702_215355,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,7
ANCHOR_EXAMPLE_phi4_generalist_08_20260702_215539,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_phi4_normative_08_20260702_215539,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_phi4_subject-matter_08_20260702_215539,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_llama_generalist_08_20260702_215539,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_llama_normative_08_20260702_215539,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_llama_subject-matter_08_20260702_215539,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_mistral_generalist_08_20260702_215539,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_mistral_normative_08_20260702_215539,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_mistral_subject-matter_08_20260702_215539,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_gemma3_generalist_08_20260702_215539,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_gemma3_normative_08_20260702_215539,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_gemma3_subject-matter_08_20260702_215539,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,8
ANCHOR_EXAMPLE_phi4_generalist_09_20260702_215734,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_phi4_normative_09_20260702_215734,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_phi4_subject-matter_09_20260702_215734,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_llama_generalist_09_20260702_215734,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_llama_normative_09_20260702_215734,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_llama_subject-matter_09_20260702_215734,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_mistral_generalist_09_20260702_215734,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_mistral_normative_09_20260702_215734,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_mistral_subject-matter_09_20260702_215734,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_gemma3_generalist_09_20260702_215734,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_gemma3_normative_09_20260702_215734,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_EXAMPLE_gemma3_subject-matter_09_20260702_215734,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,9
ANCHOR_NUM_LOW_phi4_generalist_00_20260702_223502,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_phi4_normative_00_20260702_223502,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_phi4_subject-matter_00_20260702_223502,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_llama_generalist_00_20260702_223502,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_llama_normative_00_20260702_223502,llama_normative,llama,normative,4,Very feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_llama_subject-matter_00_20260702_223502,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_mistral_generalist_00_20260702_223502,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_mistral_normative_00_20260702_223502,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_mistral_subject-matter_00_20260702_223502,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_gemma3_generalist_00_20260702_223502,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_gemma3_normative_00_20260702_223502,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_gemma3_subject-matter_00_20260702_223502,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,0
ANCHOR_NUM_LOW_phi4_generalist_01_20260702_223653,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_phi4_normative_01_20260702_223653,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_phi4_subject-matter_01_20260702_223653,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_llama_generalist_01_20260702_223653,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_llama_normative_01_20260702_223653,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_llama_subject-matter_01_20260702_223653,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_mistral_generalist_01_20260702_223653,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_mistral_normative_01_20260702_223653,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_mistral_subject-matter_01_20260702_223653,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_gemma3_generalist_01_20260702_223653,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_gemma3_normative_01_20260702_223653,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_gemma3_subject-matter_01_20260702_223653,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,1
ANCHOR_NUM_LOW_phi4_generalist_02_20260702_223833,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_phi4_normative_02_20260702_223833,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_phi4_subject-matter_02_20260702_223833,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_llama_generalist_02_20260702_223833,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_llama_normative_02_20260702_223833,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_llama_subject-matter_02_20260702_223833,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_mistral_generalist_02_20260702_223833,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_mistral_normative_02_20260702_223833,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_mistral_subject-matter_02_20260702_223833,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_gemma3_generalist_02_20260702_223833,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_gemma3_normative_02_20260702_223833,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_gemma3_subject-matter_02_20260702_223833,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,2
ANCHOR_NUM_LOW_phi4_generalist_03_20260702_224021,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_phi4_normative_03_20260702_224021,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_phi4_subject-matter_03_20260702_224021,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_llama_generalist_03_20260702_224021,llama_generalist,llama,generalist,2,Somewhat feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_llama_normative_03_20260702_224021,llama_normative,llama,normative,4,Very feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_llama_subject-matter_03_20260702_224021,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_mistral_generalist_03_20260702_224021,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_mistral_normative_03_20260702_224021,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_mistral_subject-matter_03_20260702_224021,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_gemma3_generalist_03_20260702_224021,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_gemma3_normative_03_20260702_224021,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_gemma3_subject-matter_03_20260702_224021,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,3
ANCHOR_NUM_LOW_phi4_generalist_04_20260702_224206,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_phi4_normative_04_20260702_224206,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_phi4_subject-matter_04_20260702_224206,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_llama_generalist_04_20260702_224206,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_llama_normative_04_20260702_224206,llama_normative,llama,normative,2,Somewhat feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_llama_subject-matter_04_20260702_224206,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_mistral_generalist_04_20260702_224206,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_mistral_normative_04_20260702_224206,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_mistral_subject-matter_04_20260702_224206,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_gemma3_generalist_04_20260702_224206,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_gemma3_normative_04_20260702_224206,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_gemma3_subject-matter_04_20260702_224206,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,4
ANCHOR_NUM_LOW_phi4_generalist_05_20260702_224359,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_phi4_normative_05_20260702_224359,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_phi4_subject-matter_05_20260702_224359,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_llama_generalist_05_20260702_224359,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_llama_normative_05_20260702_224359,llama_normative,llama,normative,4,Very feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_llama_subject-matter_05_20260702_224359,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_mistral_generalist_05_20260702_224359,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_mistral_normative_05_20260702_224359,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_mistral_subject-matter_05_20260702_224359,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_gemma3_generalist_05_20260702_224359,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_gemma3_normative_05_20260702_224359,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_gemma3_subject-matter_05_20260702_224359,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,5
ANCHOR_NUM_LOW_phi4_generalist_06_20260702_224540,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_phi4_normative_06_20260702_224540,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_phi4_subject-matter_06_20260702_224540,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_llama_generalist_06_20260702_224540,llama_generalist,llama,generalist,4,Very feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_llama_normative_06_20260702_224540,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_llama_subject-matter_06_20260702_224540,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_mistral_generalist_06_20260702_224540,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_mistral_normative_06_20260702_224540,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_mistral_subject-matter_06_20260702_224540,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_gemma3_generalist_06_20260702_224540,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_gemma3_normative_06_20260702_224540,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_gemma3_subject-matter_06_20260702_224540,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,6
ANCHOR_NUM_LOW_phi4_generalist_07_20260702_224731,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_phi4_normative_07_20260702_224731,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_phi4_subject-matter_07_20260702_224731,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_llama_generalist_07_20260702_224731,llama_generalist,llama,generalist,4,Very feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_llama_normative_07_20260702_224731,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_llama_subject-matter_07_20260702_224731,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_mistral_generalist_07_20260702_224731,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_mistral_normative_07_20260702_224731,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_mistral_subject-matter_07_20260702_224731,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_gemma3_generalist_07_20260702_224731,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_gemma3_normative_07_20260702_224731,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_gemma3_subject-matter_07_20260702_224731,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,7
ANCHOR_NUM_LOW_phi4_generalist_08_20260702_224927,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_phi4_normative_08_20260702_224927,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_phi4_subject-matter_08_20260702_224927,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_llama_generalist_08_20260702_224927,llama_generalist,llama,generalist,4,Very feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_llama_normative_08_20260702_224927,llama_normative,llama,normative,4,Very feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_llama_subject-matter_08_20260702_224927,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_mistral_generalist_08_20260702_224927,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_mistral_normative_08_20260702_224927,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_mistral_subject-matter_08_20260702_224927,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_gemma3_generalist_08_20260702_224927,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_gemma3_normative_08_20260702_224927,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_gemma3_subject-matter_08_20260702_224927,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,8
ANCHOR_NUM_LOW_phi4_generalist_09_20260702_225112,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_phi4_normative_09_20260702_225112,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_phi4_subject-matter_09_20260702_225112,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_llama_generalist_09_20260702_225112,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_llama_normative_09_20260702_225112,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_llama_subject-matter_09_20260702_225112,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_mistral_generalist_09_20260702_225112,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_mistral_normative_09_20260702_225112,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_mistral_subject-matter_09_20260702_225112,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_gemma3_generalist_09_20260702_225112,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_gemma3_normative_09_20260702_225112,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_gemma3_subject-matter_09_20260702_225112,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_HIGH_phi4_generalist_00_20260702_231149,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_phi4_normative_00_20260702_231149,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
