row_id,variant_id,base_model,model,rating,label,condition,iteration
mistral_normative_24_20260628_230718,mistral_normative,mistral,normative,3,Feasible,zeroshot,24
mistral_subject-matter_24_20260628_230718,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,24
phi4_generalist_25_20260628_230822,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,25
phi4_normative_25_20260628_230822,phi4_normative,phi4,normative,3,Feasible,zeroshot,25
phi4_subject-matter_25_20260628_230822,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,25
gemma3_generalist_25_20260628_230822,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,25
gemma3_normative_25_20260628_230822,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,25
gemma3_subject-matter_25_20260628_230822,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,25
llama_generalist_25_20260628_230822,llama_generalist,llama,generalist,3,Feasible,zeroshot,25
llama_normative_25_20260628_230822,llama_normative,llama,normative,3,Feasible,zeroshot,25
llama_subject-matter_25_20260628_230822,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,25
mistral_generalist_25_20260628_230822,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,25
mistral_normative_25_20260628_230822,mistral_normative,mistral,normative,3,Feasible,zeroshot,25
mistral_subject-matter_25_20260628_230822,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,25
phi4_generalist_26_20260628_230934,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,26
phi4_normative_26_20260628_230934,phi4_normative,phi4,normative,4,Very feasible,zeroshot,26
phi4_subject-matter_26_20260628_230934,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,26
gemma3_generalist_26_20260628_230934,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,26
gemma3_normative_26_20260628_230934,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,26
gemma3_subject-matter_26_20260628_230934,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,26
llama_generalist_26_20260628_230934,llama_generalist,llama,generalist,3,Feasible,zeroshot,26
llama_normative_26_20260628_230934,llama_normative,llama,normative,3,Feasible,zeroshot,26
llama_subject-matter_26_20260628_230934,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,zeroshot,26
mistral_generalist_26_20260628_230934,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,26
mistral_normative_26_20260628_230934,mistral_normative,mistral,normative,3,Feasible,zeroshot,26
mistral_subject-matter_26_20260628_230934,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,26
phi4_generalist_27_20260628_231122,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,27
phi4_normative_27_20260628_231122,phi4_normative,phi4,normative,3,Feasible,zeroshot,27
phi4_subject-matter_27_20260628_231122,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,27
gemma3_generalist_27_20260628_231122,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,27
gemma3_normative_27_20260628_231122,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,27
gemma3_subject-matter_27_20260628_231122,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,27
llama_generalist_27_20260628_231122,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,27
llama_normative_27_20260628_231122,llama_normative,llama,normative,2,Somewhat feasible,zeroshot,27
llama_subject-matter_27_20260628_231122,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,27
mistral_generalist_27_20260628_231122,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,27
mistral_normative_27_20260628_231122,mistral_normative,mistral,normative,3,Feasible,zeroshot,27
mistral_subject-matter_27_20260628_231122,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,27
phi4_generalist_28_20260628_231307,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,28
phi4_normative_28_20260628_231307,phi4_normative,phi4,normative,3,Feasible,zeroshot,28
phi4_subject-matter_28_20260628_231307,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,28
gemma3_generalist_28_20260628_231307,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,28
gemma3_normative_28_20260628_231307,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,28
gemma3_subject-matter_28_20260628_231307,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,28
llama_generalist_28_20260628_231307,llama_generalist,llama,generalist,3,Feasible,zeroshot,28
llama_normative_28_20260628_231307,llama_normative,llama,normative,1,Not feasible,zeroshot,28
llama_subject-matter_28_20260628_231307,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,28
mistral_generalist_28_20260628_231307,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,28
mistral_normative_28_20260628_231307,mistral_normative,mistral,normative,3,Feasible,zeroshot,28
mistral_subject-matter_28_20260628_231307,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,28
phi4_generalist_29_20260628_231446,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,29
phi4_normative_29_20260628_231446,phi4_normative,phi4,normative,3,Feasible,zeroshot,29
phi4_subject-matter_29_20260628_231446,phi4_subject-matter,phi4,subject-matter,4,Very feasible,zeroshot,29
gemma3_generalist_29_20260628_231446,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,29
gemma3_normative_29_20260628_231446,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,29
gemma3_subject-matter_29_20260628_231446,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,29
llama_generalist_29_20260628_231446,llama_generalist,llama,generalist,3,Feasible,zeroshot,29
llama_normative_29_20260628_231446,llama_normative,llama,normative,3,Feasible,zeroshot,29
llama_subject-matter_29_20260628_231446,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,29
mistral_generalist_29_20260628_231446,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,29
mistral_normative_29_20260628_231446,mistral_normative,mistral,normative,3,Feasible,zeroshot,29
mistral_subject-matter_29_20260628_231446,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,29
phi4_generalist_30_20260628_231640,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,30
phi4_normative_30_20260628_231640,phi4_normative,phi4,normative,3,Feasible,zeroshot,30
phi4_subject-matter_30_20260628_231640,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,30
gemma3_generalist_30_20260628_231640,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,30
gemma3_normative_30_20260628_231640,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,30
gemma3_subject-matter_30_20260628_231640,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,30
llama_generalist_30_20260628_231640,llama_generalist,llama,generalist,3,Feasible,zeroshot,30
llama_normative_30_20260628_231640,llama_normative,llama,normative,4,Very feasible,zeroshot,30
llama_subject-matter_30_20260628_231640,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,30
mistral_generalist_30_20260628_231640,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,30
mistral_normative_30_20260628_231640,mistral_normative,mistral,normative,3,Feasible,zeroshot,30
mistral_subject-matter_30_20260628_231640,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,30
phi4_generalist_31_20260628_231745,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,31
phi4_normative_31_20260628_231745,phi4_normative,phi4,normative,3,Feasible,zeroshot,31
phi4_subject-matter_31_20260628_231745,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,31
gemma3_generalist_31_20260628_231745,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,31
gemma3_normative_31_20260628_231745,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,31
gemma3_subject-matter_31_20260628_231745,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,31
llama_generalist_31_20260628_231745,llama_generalist,llama,generalist,3,Feasible,zeroshot,31
llama_normative_31_20260628_231745,llama_normative,llama,normative,3,Feasible,zeroshot,31
llama_subject-matter_31_20260628_231745,llama_subject-matter,llama,subject-matter,4,Very feasible,zeroshot,31
mistral_generalist_31_20260628_231745,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,31
mistral_normative_31_20260628_231745,mistral_normative,mistral,normative,3,Feasible,zeroshot,31
mistral_subject-matter_31_20260628_231745,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,31
phi4_generalist_32_20260628_231850,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,32
phi4_normative_32_20260628_231850,phi4_normative,phi4,normative,3,Feasible,zeroshot,32
phi4_subject-matter_32_20260628_231850,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,32
gemma3_generalist_32_20260628_231850,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,32
gemma3_normative_32_20260628_231850,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,32
gemma3_subject-matter_32_20260628_231850,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,32
llama_generalist_32_20260628_231850,llama_generalist,llama,generalist,3,Feasible,zeroshot,32
llama_normative_32_20260628_231850,llama_normative,llama,normative,2,Somewhat feasible,zeroshot,32
llama_subject-matter_32_20260628_231850,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,32
mistral_generalist_32_20260628_231850,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,32
mistral_normative_32_20260628_231850,mistral_normative,mistral,normative,3,Feasible,zeroshot,32
mistral_subject-matter_32_20260628_231850,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,32
phi4_generalist_33_20260628_231957,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,33
phi4_normative_33_20260628_231957,phi4_normative,phi4,normative,3,Feasible,zeroshot,33
phi4_subject-matter_33_20260628_231957,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,33
gemma3_generalist_33_20260628_231957,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,33
gemma3_normative_33_20260628_231957,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,33
gemma3_subject-matter_33_20260628_231957,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,33
llama_generalist_33_20260628_231957,llama_generalist,llama,generalist,3,Feasible,zeroshot,33
llama_normative_33_20260628_231957,llama_normative,llama,normative,3,Feasible,zeroshot,33
llama_subject-matter_33_20260628_231957,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,zeroshot,33
mistral_generalist_33_20260628_231957,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,33
mistral_normative_33_20260628_231957,mistral_normative,mistral,normative,3,Feasible,zeroshot,33
mistral_subject-matter_33_20260628_231957,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,33
phi4_generalist_34_20260628_232105,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,34
phi4_normative_34_20260628_232105,phi4_normative,phi4,normative,3,Feasible,zeroshot,34
phi4_subject-matter_34_20260628_232105,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,34
gemma3_generalist_34_20260628_232105,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,34
gemma3_normative_34_20260628_232105,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,34
gemma3_subject-matter_34_20260628_232105,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,34
llama_generalist_34_20260628_232105,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,34
llama_normative_34_20260628_232105,llama_normative,llama,normative,2,Somewhat feasible,zeroshot,34
llama_subject-matter_34_20260628_232105,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,34
mistral_generalist_34_20260628_232105,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,34
mistral_normative_34_20260628_232105,mistral_normative,mistral,normative,3,Feasible,zeroshot,34
mistral_subject-matter_34_20260628_232105,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,34
phi4_generalist_35_20260628_232207,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,35
phi4_normative_35_20260628_232207,phi4_normative,phi4,normative,4,Very feasible,zeroshot,35
phi4_subject-matter_35_20260628_232207,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,35
gemma3_generalist_35_20260628_232207,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,35
gemma3_normative_35_20260628_232207,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,35
gemma3_subject-matter_35_20260628_232207,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,35
llama_generalist_35_20260628_232207,llama_generalist,llama,generalist,1,Not feasible,zeroshot,35
llama_normative_35_20260628_232207,llama_normative,llama,normative,3,Feasible,zeroshot,35
llama_subject-matter_35_20260628_232207,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,35
mistral_generalist_35_20260628_232207,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,35
mistral_normative_35_20260628_232207,mistral_normative,mistral,normative,3,Feasible,zeroshot,35
mistral_subject-matter_35_20260628_232207,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,35
phi4_generalist_36_20260628_232315,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,36
phi4_normative_36_20260628_232315,phi4_normative,phi4,normative,3,Feasible,zeroshot,36
phi4_subject-matter_36_20260628_232315,phi4_subject-matter,phi4,subject-matter,4,Very feasible,zeroshot,36
gemma3_generalist_36_20260628_232315,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,36
gemma3_normative_36_20260628_232315,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,36
gemma3_subject-matter_36_20260628_232315,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,36
llama_generalist_36_20260628_232315,llama_generalist,llama,generalist,3,Feasible,zeroshot,36
llama_normative_36_20260628_232315,llama_normative,llama,normative,3,Feasible,zeroshot,36
llama_subject-matter_36_20260628_232315,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,36
mistral_generalist_36_20260628_232315,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,36
mistral_normative_36_20260628_232315,mistral_normative,mistral,normative,3,Feasible,zeroshot,36
mistral_subject-matter_36_20260628_232315,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,36
phi4_generalist_37_20260628_232419,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,37
phi4_normative_37_20260628_232419,phi4_normative,phi4,normative,3,Feasible,zeroshot,37
phi4_subject-matter_37_20260628_232419,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,37
gemma3_generalist_37_20260628_232419,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,37
gemma3_normative_37_20260628_232419,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,37
gemma3_subject-matter_37_20260628_232419,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,37
llama_generalist_37_20260628_232419,llama_generalist,llama,generalist,3,Feasible,zeroshot,37
llama_normative_37_20260628_232419,llama_normative,llama,normative,3,Feasible,zeroshot,37
llama_subject-matter_37_20260628_232419,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,37
mistral_generalist_37_20260628_232419,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,37
mistral_normative_37_20260628_232419,mistral_normative,mistral,normative,3,Feasible,zeroshot,37
mistral_subject-matter_37_20260628_232419,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,37
phi4_generalist_38_20260628_232524,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,38
phi4_normative_38_20260628_232524,phi4_normative,phi4,normative,3,Feasible,zeroshot,38
phi4_subject-matter_38_20260628_232524,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,38
gemma3_generalist_38_20260628_232524,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,38
gemma3_normative_38_20260628_232524,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,38
gemma3_subject-matter_38_20260628_232524,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,38
llama_generalist_38_20260628_232524,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,38
llama_normative_38_20260628_232524,llama_normative,llama,normative,3,Feasible,zeroshot,38
llama_subject-matter_38_20260628_232524,llama_subject-matter,llama,subject-matter,4,Very feasible,zeroshot,38
mistral_generalist_38_20260628_232524,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,38
mistral_normative_38_20260628_232524,mistral_normative,mistral,normative,3,Feasible,zeroshot,38
mistral_subject-matter_38_20260628_232524,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,38
phi4_generalist_39_20260628_232630,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,39
phi4_normative_39_20260628_232630,phi4_normative,phi4,normative,3,Feasible,zeroshot,39
phi4_subject-matter_39_20260628_232630,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,39
gemma3_generalist_39_20260628_232630,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,39
gemma3_normative_39_20260628_232630,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,39
gemma3_subject-matter_39_20260628_232630,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,39
llama_generalist_39_20260628_232630,llama_generalist,llama,generalist,3,Feasible,zeroshot,39
llama_normative_39_20260628_232630,llama_normative,llama,normative,3,Feasible,zeroshot,39
llama_subject-matter_39_20260628_232630,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,39
mistral_generalist_39_20260628_232630,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,39
mistral_normative_39_20260628_232630,mistral_normative,mistral,normative,3,Feasible,zeroshot,39
mistral_subject-matter_39_20260628_232630,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,39
phi4_generalist_40_20260628_232737,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,40
phi4_normative_40_20260628_232737,phi4_normative,phi4,normative,3,Feasible,zeroshot,40
phi4_subject-matter_40_20260628_232737,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,40
gemma3_generalist_40_20260628_232737,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,40
gemma3_normative_40_20260628_232737,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,40
gemma3_subject-matter_40_20260628_232737,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,40
llama_generalist_40_20260628_232737,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,40
llama_normative_40_20260628_232737,llama_normative,llama,normative,3,Feasible,zeroshot,40
llama_subject-matter_40_20260628_232737,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,40
mistral_generalist_40_20260628_232737,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,40
mistral_normative_40_20260628_232737,mistral_normative,mistral,normative,3,Feasible,zeroshot,40
mistral_subject-matter_40_20260628_232737,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,40
phi4_generalist_41_20260628_232842,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,41
phi4_normative_41_20260628_232842,phi4_normative,phi4,normative,3,Feasible,zeroshot,41
phi4_subject-matter_41_20260628_232842,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,41
gemma3_generalist_41_20260628_232842,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,41
gemma3_normative_41_20260628_232842,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,41
gemma3_subject-matter_41_20260628_232842,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,41
llama_generalist_41_20260628_232842,llama_generalist,llama,generalist,3,Feasible,zeroshot,41
llama_normative_41_20260628_232842,llama_normative,llama,normative,3,Feasible,zeroshot,41
llama_subject-matter_41_20260628_232842,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,41
mistral_generalist_41_20260628_232842,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,41
mistral_normative_41_20260628_232842,mistral_normative,mistral,normative,3,Feasible,zeroshot,41
mistral_subject-matter_41_20260628_232842,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,41
phi4_generalist_42_20260628_232950,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,42
phi4_normative_42_20260628_232950,phi4_normative,phi4,normative,4,Very feasible,zeroshot,42
phi4_subject-matter_42_20260628_232950,phi4_subject-matter,phi4,subject-matter,4,Very feasible,zeroshot,42
gemma3_generalist_42_20260628_232950,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,42
gemma3_normative_42_20260628_232950,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,42
gemma3_subject-matter_42_20260628_232950,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,42
llama_generalist_42_20260628_232950,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,42
llama_normative_42_20260628_232950,llama_normative,llama,normative,2,Somewhat feasible,zeroshot,42
llama_subject-matter_42_20260628_232950,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,42
mistral_generalist_42_20260628_232950,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,42
mistral_normative_42_20260628_232950,mistral_normative,mistral,normative,3,Feasible,zeroshot,42
mistral_subject-matter_42_20260628_232950,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,42
phi4_generalist_43_20260628_233053,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,43
phi4_normative_43_20260628_233053,phi4_normative,phi4,normative,4,Very feasible,zeroshot,43
phi4_subject-matter_43_20260628_233053,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,43
gemma3_generalist_43_20260628_233053,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,43
gemma3_normative_43_20260628_233053,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,43
gemma3_subject-matter_43_20260628_233053,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,43
llama_generalist_43_20260628_233053,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,43
llama_normative_43_20260628_233053,llama_normative,llama,normative,3,Feasible,zeroshot,43
llama_subject-matter_43_20260628_233053,llama_subject-matter,llama,subject-matter,1,Not feasible,zeroshot,43
mistral_generalist_43_20260628_233053,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,43
mistral_normative_43_20260628_233053,mistral_normative,mistral,normative,3,Feasible,zeroshot,43
mistral_subject-matter_43_20260628_233053,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,43
phi4_generalist_44_20260628_233159,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,44
phi4_normative_44_20260628_233159,phi4_normative,phi4,normative,3,Feasible,zeroshot,44
phi4_subject-matter_44_20260628_233159,phi4_subject-matter,phi4,subject-matter,4,Very feasible,zeroshot,44
gemma3_generalist_44_20260628_233159,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,44
gemma3_normative_44_20260628_233159,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,44
gemma3_subject-matter_44_20260628_233159,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,44
llama_generalist_44_20260628_233159,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,44
llama_normative_44_20260628_233159,llama_normative,llama,normative,3,Feasible,zeroshot,44
llama_subject-matter_44_20260628_233159,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,zeroshot,44
mistral_generalist_44_20260628_233159,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,44
mistral_normative_44_20260628_233159,mistral_normative,mistral,normative,3,Feasible,zeroshot,44
mistral_subject-matter_44_20260628_233159,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,44
phi4_generalist_45_20260628_233300,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,45
phi4_normative_45_20260628_233300,phi4_normative,phi4,normative,3,Feasible,zeroshot,45
phi4_subject-matter_45_20260628_233300,phi4_subject-matter,phi4,subject-matter,4,Very feasible,zeroshot,45
gemma3_generalist_45_20260628_233300,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,45
gemma3_normative_45_20260628_233300,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,45
gemma3_subject-matter_45_20260628_233300,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,45
llama_generalist_45_20260628_233300,llama_generalist,llama,generalist,3,Feasible,zeroshot,45
llama_normative_45_20260628_233300,llama_normative,llama,normative,3,Feasible,zeroshot,45
llama_subject-matter_45_20260628_233300,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,zeroshot,45
mistral_generalist_45_20260628_233300,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,45
mistral_normative_45_20260628_233300,mistral_normative,mistral,normative,3,Feasible,zeroshot,45
mistral_subject-matter_45_20260628_233300,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,45
phi4_generalist_46_20260628_233410,phi4_generalist,phi4,generalist,4,Very feasible,zeroshot,46
phi4_normative_46_20260628_233410,phi4_normative,phi4,normative,3,Feasible,zeroshot,46
phi4_subject-matter_46_20260628_233410,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,46
gemma3_generalist_46_20260628_233410,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,46
gemma3_normative_46_20260628_233410,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,46
gemma3_subject-matter_46_20260628_233410,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,46
llama_generalist_46_20260628_233410,llama_generalist,llama,generalist,3,Feasible,zeroshot,46
llama_normative_46_20260628_233410,llama_normative,llama,normative,2,Somewhat feasible,zeroshot,46
llama_subject-matter_46_20260628_233410,llama_subject-matter,llama,subject-matter,4,Very feasible,zeroshot,46
mistral_generalist_46_20260628_233410,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,46
mistral_normative_46_20260628_233410,mistral_normative,mistral,normative,3,Feasible,zeroshot,46
mistral_subject-matter_46_20260628_233410,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,46
phi4_generalist_47_20260628_233514,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,47
phi4_normative_47_20260628_233514,phi4_normative,phi4,normative,4,Very feasible,zeroshot,47
phi4_subject-matter_47_20260628_233514,phi4_subject-matter,phi4,subject-matter,4,Very feasible,zeroshot,47
gemma3_generalist_47_20260628_233514,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,47
gemma3_normative_47_20260628_233514,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,47
gemma3_subject-matter_47_20260628_233514,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,47
llama_generalist_47_20260628_233514,llama_generalist,llama,generalist,1,Not feasible,zeroshot,47
llama_normative_47_20260628_233514,llama_normative,llama,normative,2,Somewhat feasible,zeroshot,47
llama_subject-matter_47_20260628_233514,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,zeroshot,47
mistral_generalist_47_20260628_233514,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,47
mistral_normative_47_20260628_233514,mistral_normative,mistral,normative,3,Feasible,zeroshot,47
mistral_subject-matter_47_20260628_233514,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,47
phi4_generalist_48_20260628_233614,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,48
phi4_normative_48_20260628_233614,phi4_normative,phi4,normative,4,Very feasible,zeroshot,48
phi4_subject-matter_48_20260628_233614,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,48
gemma3_generalist_48_20260628_233614,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,48
gemma3_normative_48_20260628_233614,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,48
