row_id,variant_id,base_model,source,model,dc_solution,rating,label,iteration,condition
llama_normative_45_20260629_210449,llama_normative,llama,llm,normative,Semiconductor-based circuit breaker,3,Important,45,zeroshot
llama_subject-matter_45_20260629_210449,llama_subject-matter,llama,llm,subject-matter,Semiconductor-based circuit breaker,3,Important,45,zeroshot
mistral_generalist_45_20260629_210449,mistral_generalist,mistral,llm,generalist,Semiconductor-based circuit breaker,3,Important,45,zeroshot
mistral_normative_45_20260629_210449,mistral_normative,mistral,llm,normative,Semiconductor-based circuit breaker,3,Important,45,zeroshot
mistral_subject-matter_45_20260629_210449,mistral_subject-matter,mistral,llm,subject-matter,Semiconductor-based circuit breaker,3,Important,45,zeroshot
gemma3_generalist_45_20260629_210449,gemma3_generalist,gemma3,llm,generalist,Semiconductor-based circuit breaker,4,Very important,45,zeroshot
gemma3_normative_45_20260629_210449,gemma3_normative,gemma3,llm,normative,Semiconductor-based circuit breaker,4,Very important,45,zeroshot
gemma3_subject-matter_45_20260629_210449,gemma3_subject-matter,gemma3,llm,subject-matter,Semiconductor-based circuit breaker,4,Very important,45,zeroshot
phi4_generalist_46_20260629_210606,phi4_generalist,phi4,llm,generalist,Semiconductor-based circuit breaker,3,Important,46,zeroshot
phi4_normative_46_20260629_210606,phi4_normative,phi4,llm,normative,Semiconductor-based circuit breaker,4,Very important,46,zeroshot
phi4_subject-matter_46_20260629_210606,phi4_subject-matter,phi4,llm,subject-matter,Semiconductor-based circuit breaker,4,Very important,46,zeroshot
llama_generalist_46_20260629_210606,llama_generalist,llama,llm,generalist,Semiconductor-based circuit breaker,3,Important,46,zeroshot
llama_normative_46_20260629_210606,llama_normative,llama,llm,normative,Semiconductor-based circuit breaker,3,Important,46,zeroshot
llama_subject-matter_46_20260629_210606,llama_subject-matter,llama,llm,subject-matter,Semiconductor-based circuit breaker,3,Important,46,zeroshot
mistral_generalist_46_20260629_210606,mistral_generalist,mistral,llm,generalist,Semiconductor-based circuit breaker,3,Important,46,zeroshot
mistral_normative_46_20260629_210606,mistral_normative,mistral,llm,normative,Semiconductor-based circuit breaker,3,Important,46,zeroshot
mistral_subject-matter_46_20260629_210606,mistral_subject-matter,mistral,llm,subject-matter,Semiconductor-based circuit breaker,3,Important,46,zeroshot
gemma3_generalist_46_20260629_210606,gemma3_generalist,gemma3,llm,generalist,Semiconductor-based circuit breaker,4,Very important,46,zeroshot
gemma3_normative_46_20260629_210606,gemma3_normative,gemma3,llm,normative,Semiconductor-based circuit breaker,4,Very important,46,zeroshot
gemma3_subject-matter_46_20260629_210606,gemma3_subject-matter,gemma3,llm,subject-matter,Semiconductor-based circuit breaker,4,Very important,46,zeroshot
phi4_generalist_47_20260629_210741,phi4_generalist,phi4,llm,generalist,Semiconductor-based circuit breaker,3,Important,47,zeroshot
phi4_normative_47_20260629_210741,phi4_normative,phi4,llm,normative,Semiconductor-based circuit breaker,4,Very important,47,zeroshot
phi4_subject-matter_47_20260629_210741,phi4_subject-matter,phi4,llm,subject-matter,Semiconductor-based circuit breaker,4,Very important,47,zeroshot
llama_generalist_47_20260629_210741,llama_generalist,llama,llm,generalist,Semiconductor-based circuit breaker,3,Important,47,zeroshot
llama_normative_47_20260629_210741,llama_normative,llama,llm,normative,Semiconductor-based circuit breaker,3,Important,47,zeroshot
llama_subject-matter_47_20260629_210741,llama_subject-matter,llama,llm,subject-matter,Semiconductor-based circuit breaker,3,Important,47,zeroshot
mistral_generalist_47_20260629_210741,mistral_generalist,mistral,llm,generalist,Semiconductor-based circuit breaker,3,Important,47,zeroshot
mistral_normative_47_20260629_210741,mistral_normative,mistral,llm,normative,Semiconductor-based circuit breaker,3,Important,47,zeroshot
mistral_subject-matter_47_20260629_210741,mistral_subject-matter,mistral,llm,subject-matter,Semiconductor-based circuit breaker,3,Important,47,zeroshot
gemma3_generalist_47_20260629_210741,gemma3_generalist,gemma3,llm,generalist,Semiconductor-based circuit breaker,4,Very important,47,zeroshot
gemma3_normative_47_20260629_210741,gemma3_normative,gemma3,llm,normative,Semiconductor-based circuit breaker,4,Very important,47,zeroshot
gemma3_subject-matter_47_20260629_210741,gemma3_subject-matter,gemma3,llm,subject-matter,Semiconductor-based circuit breaker,4,Very important,47,zeroshot
phi4_generalist_48_20260629_210857,phi4_generalist,phi4,llm,generalist,Semiconductor-based circuit breaker,4,Very important,48,zeroshot
phi4_normative_48_20260629_210857,phi4_normative,phi4,llm,normative,Semiconductor-based circuit breaker,4,Very important,48,zeroshot
phi4_subject-matter_48_20260629_210857,phi4_subject-matter,phi4,llm,subject-matter,Semiconductor-based circuit breaker,4,Very important,48,zeroshot
llama_generalist_48_20260629_210857,llama_generalist,llama,llm,generalist,Semiconductor-based circuit breaker,3,Important,48,zeroshot
llama_normative_48_20260629_210857,llama_normative,llama,llm,normative,Semiconductor-based circuit breaker,3,Important,48,zeroshot
llama_subject-matter_48_20260629_210857,llama_subject-matter,llama,llm,subject-matter,Semiconductor-based circuit breaker,3,Important,48,zeroshot
mistral_generalist_48_20260629_210857,mistral_generalist,mistral,llm,generalist,Semiconductor-based circuit breaker,3,Important,48,zeroshot
mistral_normative_48_20260629_210857,mistral_normative,mistral,llm,normative,Semiconductor-based circuit breaker,3,Important,48,zeroshot
mistral_subject-matter_48_20260629_210857,mistral_subject-matter,mistral,llm,subject-matter,Semiconductor-based circuit breaker,3,Important,48,zeroshot
gemma3_generalist_48_20260629_210857,gemma3_generalist,gemma3,llm,generalist,Semiconductor-based circuit breaker,4,Very important,48,zeroshot
gemma3_normative_48_20260629_210857,gemma3_normative,gemma3,llm,normative,Semiconductor-based circuit breaker,4,Very important,48,zeroshot
gemma3_subject-matter_48_20260629_210857,gemma3_subject-matter,gemma3,llm,subject-matter,Semiconductor-based circuit breaker,4,Very important,48,zeroshot
phi4_generalist_49_20260629_211050,phi4_generalist,phi4,llm,generalist,Semiconductor-based circuit breaker,4,Very important,49,zeroshot
phi4_normative_49_20260629_211050,phi4_normative,phi4,llm,normative,Semiconductor-based circuit breaker,4,Very important,49,zeroshot
phi4_subject-matter_49_20260629_211050,phi4_subject-matter,phi4,llm,subject-matter,Semiconductor-based circuit breaker,4,Very important,49,zeroshot
llama_generalist_49_20260629_211050,llama_generalist,llama,llm,generalist,Semiconductor-based circuit breaker,3,Important,49,zeroshot
llama_normative_49_20260629_211050,llama_normative,llama,llm,normative,Semiconductor-based circuit breaker,3,Important,49,zeroshot
llama_subject-matter_49_20260629_211050,llama_subject-matter,llama,llm,subject-matter,Semiconductor-based circuit breaker,3,Important,49,zeroshot
mistral_generalist_49_20260629_211050,mistral_generalist,mistral,llm,generalist,Semiconductor-based circuit breaker,3,Important,49,zeroshot
mistral_normative_49_20260629_211050,mistral_normative,mistral,llm,normative,Semiconductor-based circuit breaker,3,Important,49,zeroshot
mistral_subject-matter_49_20260629_211050,mistral_subject-matter,mistral,llm,subject-matter,Semiconductor-based circuit breaker,3,Important,49,zeroshot
gemma3_generalist_49_20260629_211050,gemma3_generalist,gemma3,llm,generalist,Semiconductor-based circuit breaker,4,Very important,49,zeroshot
gemma3_normative_49_20260629_211050,gemma3_normative,gemma3,llm,normative,Semiconductor-based circuit breaker,4,Very important,49,zeroshot
gemma3_subject-matter_49_20260629_211050,gemma3_subject-matter,gemma3,llm,subject-matter,Semiconductor-based circuit breaker,4,Very important,49,zeroshot
phi4_generalist_00_20260629_212807,phi4_generalist,phi4,llm,generalist,Static protection system,3,Important,0,zeroshot
phi4_normative_00_20260629_212807,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,0,zeroshot
phi4_subject-matter_00_20260629_212807,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,0,zeroshot
llama_generalist_00_20260629_212807,llama_generalist,llama,llm,generalist,Static protection system,3,Important,0,zeroshot
llama_normative_00_20260629_212807,llama_normative,llama,llm,normative,Static protection system,3,Important,0,zeroshot
llama_subject-matter_00_20260629_212807,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,0,zeroshot
mistral_generalist_00_20260629_212807,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,0,zeroshot
mistral_normative_00_20260629_212807,mistral_normative,mistral,llm,normative,Static protection system,3,Important,0,zeroshot
mistral_subject-matter_00_20260629_212807,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,4,Very important,0,zeroshot
gemma3_generalist_00_20260629_212807,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,0,zeroshot
gemma3_normative_00_20260629_212807,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,0,zeroshot
gemma3_subject-matter_00_20260629_212807,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,0,zeroshot
phi4_generalist_01_20260629_212915,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,1,zeroshot
phi4_normative_01_20260629_212915,phi4_normative,phi4,llm,normative,Static protection system,3,Important,1,zeroshot
phi4_subject-matter_01_20260629_212915,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,1,zeroshot
llama_generalist_01_20260629_212915,llama_generalist,llama,llm,generalist,Static protection system,3,Important,1,zeroshot
llama_normative_01_20260629_212915,llama_normative,llama,llm,normative,Static protection system,4,Very important,1,zeroshot
llama_subject-matter_01_20260629_212915,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,1,zeroshot
mistral_generalist_01_20260629_212915,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,1,zeroshot
mistral_normative_01_20260629_212915,mistral_normative,mistral,llm,normative,Static protection system,3,Important,1,zeroshot
mistral_subject-matter_01_20260629_212915,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,1,zeroshot
gemma3_generalist_01_20260629_212915,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,1,zeroshot
gemma3_normative_01_20260629_212915,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,1,zeroshot
gemma3_subject-matter_01_20260629_212915,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,1,zeroshot
phi4_generalist_02_20260629_213038,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,2,zeroshot
phi4_normative_02_20260629_213038,phi4_normative,phi4,llm,normative,Static protection system,3,Important,2,zeroshot
phi4_subject-matter_02_20260629_213038,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,2,zeroshot
llama_generalist_02_20260629_213038,llama_generalist,llama,llm,generalist,Static protection system,3,Important,2,zeroshot
llama_normative_02_20260629_213038,llama_normative,llama,llm,normative,Static protection system,3,Important,2,zeroshot
llama_subject-matter_02_20260629_213038,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,2,zeroshot
mistral_generalist_02_20260629_213038,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,2,zeroshot
mistral_normative_02_20260629_213038,mistral_normative,mistral,llm,normative,Static protection system,3,Important,2,zeroshot
mistral_subject-matter_02_20260629_213038,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,2,zeroshot
gemma3_generalist_02_20260629_213038,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,2,zeroshot
gemma3_normative_02_20260629_213038,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,2,zeroshot
gemma3_subject-matter_02_20260629_213038,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,2,zeroshot
phi4_generalist_03_20260629_213156,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,3,zeroshot
phi4_normative_03_20260629_213156,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,3,zeroshot
phi4_subject-matter_03_20260629_213156,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,3,zeroshot
llama_generalist_03_20260629_213156,llama_generalist,llama,llm,generalist,Static protection system,2,Somewhat important,3,zeroshot
llama_normative_03_20260629_213156,llama_normative,llama,llm,normative,Static protection system,3,Important,3,zeroshot
llama_subject-matter_03_20260629_213156,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,3,zeroshot
mistral_generalist_03_20260629_213156,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,3,zeroshot
mistral_normative_03_20260629_213156,mistral_normative,mistral,llm,normative,Static protection system,3,Important,3,zeroshot
mistral_subject-matter_03_20260629_213156,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,3,zeroshot
gemma3_generalist_03_20260629_213156,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,3,zeroshot
gemma3_normative_03_20260629_213156,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,3,zeroshot
gemma3_subject-matter_03_20260629_213156,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,3,zeroshot
phi4_generalist_04_20260629_213317,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,4,zeroshot
phi4_normative_04_20260629_213317,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,4,zeroshot
phi4_subject-matter_04_20260629_213317,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,4,zeroshot
llama_generalist_04_20260629_213317,llama_generalist,llama,llm,generalist,Static protection system,3,Important,4,zeroshot
llama_normative_04_20260629_213317,llama_normative,llama,llm,normative,Static protection system,3,Important,4,zeroshot
llama_subject-matter_04_20260629_213317,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,4,zeroshot
mistral_generalist_04_20260629_213317,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,4,zeroshot
mistral_normative_04_20260629_213317,mistral_normative,mistral,llm,normative,Static protection system,3,Important,4,zeroshot
mistral_subject-matter_04_20260629_213317,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,4,zeroshot
gemma3_generalist_04_20260629_213317,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,4,zeroshot
gemma3_normative_04_20260629_213317,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,4,zeroshot
gemma3_subject-matter_04_20260629_213317,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,4,zeroshot
phi4_generalist_05_20260629_213455,phi4_generalist,phi4,llm,generalist,Static protection system,3,Important,5,zeroshot
phi4_normative_05_20260629_213455,phi4_normative,phi4,llm,normative,Static protection system,3,Important,5,zeroshot
phi4_subject-matter_05_20260629_213455,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,5,zeroshot
llama_generalist_05_20260629_213455,llama_generalist,llama,llm,generalist,Static protection system,3,Important,5,zeroshot
llama_normative_05_20260629_213455,llama_normative,llama,llm,normative,Static protection system,3,Important,5,zeroshot
llama_subject-matter_05_20260629_213455,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,5,zeroshot
mistral_generalist_05_20260629_213455,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,5,zeroshot
mistral_normative_05_20260629_213455,mistral_normative,mistral,llm,normative,Static protection system,3,Important,5,zeroshot
mistral_subject-matter_05_20260629_213455,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,4,Very important,5,zeroshot
gemma3_generalist_05_20260629_213455,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,5,zeroshot
gemma3_normative_05_20260629_213455,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,5,zeroshot
gemma3_subject-matter_05_20260629_213455,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,5,zeroshot
phi4_generalist_06_20260629_213608,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,6,zeroshot
phi4_normative_06_20260629_213608,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,6,zeroshot
phi4_subject-matter_06_20260629_213608,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,6,zeroshot
llama_generalist_06_20260629_213608,llama_generalist,llama,llm,generalist,Static protection system,3,Important,6,zeroshot
llama_normative_06_20260629_213608,llama_normative,llama,llm,normative,Static protection system,3,Important,6,zeroshot
llama_subject-matter_06_20260629_213608,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,6,zeroshot
mistral_generalist_06_20260629_213608,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,6,zeroshot
mistral_normative_06_20260629_213608,mistral_normative,mistral,llm,normative,Static protection system,3,Important,6,zeroshot
mistral_subject-matter_06_20260629_213608,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,6,zeroshot
gemma3_generalist_06_20260629_213608,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,6,zeroshot
gemma3_normative_06_20260629_213608,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,6,zeroshot
gemma3_subject-matter_06_20260629_213608,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,6,zeroshot
phi4_generalist_07_20260629_213741,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,7,zeroshot
phi4_normative_07_20260629_213741,phi4_normative,phi4,llm,normative,Static protection system,3,Important,7,zeroshot
phi4_subject-matter_07_20260629_213741,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,7,zeroshot
llama_generalist_07_20260629_213741,llama_generalist,llama,llm,generalist,Static protection system,2,Somewhat important,7,zeroshot
llama_normative_07_20260629_213741,llama_normative,llama,llm,normative,Static protection system,3,Important,7,zeroshot
llama_subject-matter_07_20260629_213741,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,7,zeroshot
mistral_generalist_07_20260629_213741,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,7,zeroshot
mistral_normative_07_20260629_213741,mistral_normative,mistral,llm,normative,Static protection system,3,Important,7,zeroshot
mistral_subject-matter_07_20260629_213741,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,7,zeroshot
gemma3_generalist_07_20260629_213741,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,7,zeroshot
gemma3_normative_07_20260629_213741,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,7,zeroshot
gemma3_subject-matter_07_20260629_213741,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,7,zeroshot
phi4_generalist_08_20260629_213935,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,8,zeroshot
phi4_normative_08_20260629_213935,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,8,zeroshot
phi4_subject-matter_08_20260629_213935,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,8,zeroshot
llama_generalist_08_20260629_213935,llama_generalist,llama,llm,generalist,Static protection system,3,Important,8,zeroshot
llama_normative_08_20260629_213935,llama_normative,llama,llm,normative,Static protection system,3,Important,8,zeroshot
llama_subject-matter_08_20260629_213935,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,8,zeroshot
mistral_generalist_08_20260629_213935,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,8,zeroshot
mistral_normative_08_20260629_213935,mistral_normative,mistral,llm,normative,Static protection system,3,Important,8,zeroshot
mistral_subject-matter_08_20260629_213935,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,8,zeroshot
gemma3_generalist_08_20260629_213935,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,8,zeroshot
gemma3_normative_08_20260629_213935,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,8,zeroshot
gemma3_subject-matter_08_20260629_213935,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,8,zeroshot
phi4_generalist_09_20260629_214139,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,9,zeroshot
phi4_normative_09_20260629_214139,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,9,zeroshot
phi4_subject-matter_09_20260629_214139,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,9,zeroshot
llama_generalist_09_20260629_214139,llama_generalist,llama,llm,generalist,Static protection system,3,Important,9,zeroshot
llama_normative_09_20260629_214139,llama_normative,llama,llm,normative,Static protection system,3,Important,9,zeroshot
llama_subject-matter_09_20260629_214139,llama_subject-matter,llama,llm,subject-matter,Static protection system,2,Somewhat important,9,zeroshot
mistral_generalist_09_20260629_214139,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,9,zeroshot
mistral_normative_09_20260629_214139,mistral_normative,mistral,llm,normative,Static protection system,3,Important,9,zeroshot
mistral_subject-matter_09_20260629_214139,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,9,zeroshot
gemma3_generalist_09_20260629_214139,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,9,zeroshot
gemma3_normative_09_20260629_214139,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,9,zeroshot
gemma3_subject-matter_09_20260629_214139,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,9,zeroshot
phi4_generalist_10_20260629_214308,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,10,zeroshot
phi4_normative_10_20260629_214308,phi4_normative,phi4,llm,normative,Static protection system,3,Important,10,zeroshot
phi4_subject-matter_10_20260629_214308,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,10,zeroshot
llama_generalist_10_20260629_214308,llama_generalist,llama,llm,generalist,Static protection system,2,Somewhat important,10,zeroshot
llama_normative_10_20260629_214308,llama_normative,llama,llm,normative,Static protection system,3,Important,10,zeroshot
llama_subject-matter_10_20260629_214308,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,10,zeroshot
mistral_generalist_10_20260629_214308,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,10,zeroshot
mistral_normative_10_20260629_214308,mistral_normative,mistral,llm,normative,Static protection system,3,Important,10,zeroshot
mistral_subject-matter_10_20260629_214308,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,10,zeroshot
gemma3_generalist_10_20260629_214308,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,10,zeroshot
gemma3_normative_10_20260629_214308,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,10,zeroshot
gemma3_subject-matter_10_20260629_214308,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,10,zeroshot
phi4_generalist_11_20260629_214421,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,11,zeroshot
phi4_normative_11_20260629_214421,phi4_normative,phi4,llm,normative,Static protection system,3,Important,11,zeroshot
phi4_subject-matter_11_20260629_214421,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,11,zeroshot
llama_generalist_11_20260629_214421,llama_generalist,llama,llm,generalist,Static protection system,3,Important,11,zeroshot
llama_normative_11_20260629_214421,llama_normative,llama,llm,normative,Static protection system,3,Important,11,zeroshot
llama_subject-matter_11_20260629_214421,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,11,zeroshot
mistral_generalist_11_20260629_214421,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,11,zeroshot
mistral_normative_11_20260629_214421,mistral_normative,mistral,llm,normative,Static protection system,3,Important,11,zeroshot
mistral_subject-matter_11_20260629_214421,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,11,zeroshot
gemma3_generalist_11_20260629_214421,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,11,zeroshot
gemma3_normative_11_20260629_214421,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,11,zeroshot
gemma3_subject-matter_11_20260629_214421,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,11,zeroshot
phi4_generalist_12_20260629_214534,phi4_generalist,phi4,llm,generalist,Static protection system,3,Important,12,zeroshot
phi4_normative_12_20260629_214534,phi4_normative,phi4,llm,normative,Static protection system,3,Important,12,zeroshot
phi4_subject-matter_12_20260629_214534,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,12,zeroshot
llama_generalist_12_20260629_214534,llama_generalist,llama,llm,generalist,Static protection system,3,Important,12,zeroshot
llama_normative_12_20260629_214534,llama_normative,llama,llm,normative,Static protection system,3,Important,12,zeroshot
llama_subject-matter_12_20260629_214534,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,12,zeroshot
mistral_generalist_12_20260629_214534,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,12,zeroshot
mistral_normative_12_20260629_214534,mistral_normative,mistral,llm,normative,Static protection system,3,Important,12,zeroshot
mistral_subject-matter_12_20260629_214534,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,12,zeroshot
gemma3_generalist_12_20260629_214534,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,12,zeroshot
gemma3_normative_12_20260629_214534,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,12,zeroshot
gemma3_subject-matter_12_20260629_214534,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,12,zeroshot
phi4_generalist_13_20260629_214716,phi4_generalist,phi4,llm,generalist,Static protection system,3,Important,13,zeroshot
phi4_normative_13_20260629_214716,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,13,zeroshot
phi4_subject-matter_13_20260629_214716,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,13,zeroshot
llama_generalist_13_20260629_214716,llama_generalist,llama,llm,generalist,Static protection system,2,Somewhat important,13,zeroshot
llama_normative_13_20260629_214716,llama_normative,llama,llm,normative,Static protection system,3,Important,13,zeroshot
llama_subject-matter_13_20260629_214716,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,13,zeroshot
mistral_generalist_13_20260629_214716,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,13,zeroshot
mistral_normative_13_20260629_214716,mistral_normative,mistral,llm,normative,Static protection system,3,Important,13,zeroshot
mistral_subject-matter_13_20260629_214716,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,13,zeroshot
gemma3_generalist_13_20260629_214716,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,13,zeroshot
gemma3_normative_13_20260629_214716,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,13,zeroshot
gemma3_subject-matter_13_20260629_214716,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,13,zeroshot
phi4_generalist_14_20260629_214853,phi4_generalist,phi4,llm,generalist,Static protection system,3,Important,14,zeroshot
phi4_normative_14_20260629_214853,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,14,zeroshot
phi4_subject-matter_14_20260629_214853,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,14,zeroshot
llama_generalist_14_20260629_214853,llama_generalist,llama,llm,generalist,Static protection system,3,Important,14,zeroshot
llama_normative_14_20260629_214853,llama_normative,llama,llm,normative,Static protection system,3,Important,14,zeroshot
llama_subject-matter_14_20260629_214853,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,14,zeroshot
mistral_generalist_14_20260629_214853,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,14,zeroshot
mistral_normative_14_20260629_214853,mistral_normative,mistral,llm,normative,Static protection system,3,Important,14,zeroshot
mistral_subject-matter_14_20260629_214853,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,14,zeroshot
gemma3_generalist_14_20260629_214853,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,14,zeroshot
gemma3_normative_14_20260629_214853,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,14,zeroshot
gemma3_subject-matter_14_20260629_214853,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,14,zeroshot
phi4_generalist_15_20260629_215033,phi4_generalist,phi4,llm,generalist,Static protection system,3,Important,15,zeroshot
