row_id,variant_id,base_model,model,barrier_id,official_label,condition,iteration
llama_generalist_26_b4,llama_generalist,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,26
llama_generalist_26_b7,llama_generalist,llama,generalist,7,incompatibility of DC systems components,zeroshot,26
llama_generalist_26_b6,llama_generalist,llama,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,26
llama_generalist_26_b9,llama_generalist,llama,generalist,9,lack of enough trained personnel in DC systems,zeroshot,26
llama_normative_26_b1,llama_normative,llama,normative,1,"power losses, quality and safety issues",zeroshot,26
llama_normative_26_b3,llama_normative,llama,normative,3,lack of use-cases in which DC is advantageous,zeroshot,26
llama_normative_26_b4,llama_normative,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,26
llama_normative_26_b5,llama_normative,llama,normative,5,lack of pilot projects,zeroshot,26
llama_normative_26_b6,llama_normative,llama,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,26
llama_subject-matter_26_b1,llama_subject-matter,llama,subject-matter,1,"power losses, quality and safety issues",zeroshot,26
llama_subject-matter_26_b2,llama_subject-matter,llama,subject-matter,2,reduced reliability in DC devices,zeroshot,26
llama_subject-matter_26_b4,llama_subject-matter,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,26
llama_subject-matter_26_b3,llama_subject-matter,llama,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,26
llama_subject-matter_26_b7,llama_subject-matter,llama,subject-matter,7,incompatibility of DC systems components,zeroshot,26
mistral_generalist_26_b1,mistral_generalist,mistral,generalist,1,"power losses, quality and safety issues",zeroshot,26
mistral_generalist_26_b2,mistral_generalist,mistral,generalist,2,reduced reliability in DC devices,zeroshot,26
mistral_generalist_26_b4,mistral_generalist,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,26
mistral_generalist_26_b5,mistral_generalist,mistral,generalist,5,lack of pilot projects,zeroshot,26
mistral_generalist_26_b9,mistral_generalist,mistral,generalist,9,lack of enough trained personnel in DC systems,zeroshot,26
mistral_normative_26_b1,mistral_normative,mistral,normative,1,"power losses, quality and safety issues",zeroshot,26
mistral_normative_26_b2,mistral_normative,mistral,normative,2,reduced reliability in DC devices,zeroshot,26
mistral_normative_26_b4,mistral_normative,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,26
mistral_normative_26_b5,mistral_normative,mistral,normative,5,lack of pilot projects,zeroshot,26
mistral_normative_26_b10,mistral_normative,mistral,normative,10,uncertain regulatory roadmap,zeroshot,26
mistral_subject-matter_26_b1,mistral_subject-matter,mistral,subject-matter,1,"power losses, quality and safety issues",zeroshot,26
mistral_subject-matter_26_b2,mistral_subject-matter,mistral,subject-matter,2,reduced reliability in DC devices,zeroshot,26
mistral_subject-matter_26_b3,mistral_subject-matter,mistral,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,26
mistral_subject-matter_26_b4,mistral_subject-matter,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,26
mistral_subject-matter_26_b5,mistral_subject-matter,mistral,subject-matter,5,lack of pilot projects,zeroshot,26
phi4_generalist_27_b1,phi4_generalist,phi4,generalist,1,"power losses, quality and safety issues",zeroshot,27
phi4_generalist_27_b3,phi4_generalist,phi4,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,27
phi4_generalist_27_b4,phi4_generalist,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,27
phi4_generalist_27_b5,phi4_generalist,phi4,generalist,5,lack of pilot projects,zeroshot,27
phi4_generalist_27_b10,phi4_generalist,phi4,generalist,10,uncertain regulatory roadmap,zeroshot,27
phi4_normative_27_b1,phi4_normative,phi4,normative,1,"power losses, quality and safety issues",zeroshot,27
phi4_normative_27_b2,phi4_normative,phi4,normative,2,reduced reliability in DC devices,zeroshot,27
phi4_normative_27_b4,phi4_normative,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,27
phi4_normative_27_b8,phi4_normative,phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,27
phi4_normative_27_b10,phi4_normative,phi4,normative,10,uncertain regulatory roadmap,zeroshot,27
phi4_subject-matter_27_b1,phi4_subject-matter,phi4,subject-matter,1,"power losses, quality and safety issues",zeroshot,27
phi4_subject-matter_27_b3,phi4_subject-matter,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,27
phi4_subject-matter_27_b4,phi4_subject-matter,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,27
phi4_subject-matter_27_b8,phi4_subject-matter,phi4,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,27
phi4_subject-matter_27_b10,phi4_subject-matter,phi4,subject-matter,10,uncertain regulatory roadmap,zeroshot,27
gemma3_generalist_27_b1,gemma3_generalist,gemma3,generalist,1,"power losses, quality and safety issues",zeroshot,27
gemma3_generalist_27_b5,gemma3_generalist,gemma3,generalist,5,lack of pilot projects,zeroshot,27
gemma3_generalist_27_b6,gemma3_generalist,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,27
gemma3_generalist_27_b8,gemma3_generalist,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,27
gemma3_generalist_27_b11,gemma3_generalist,gemma3,generalist,11,high costs of DC solutions,zeroshot,27
gemma3_normative_27_b1,gemma3_normative,gemma3,normative,1,"power losses, quality and safety issues",zeroshot,27
gemma3_normative_27_b4,gemma3_normative,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,27
gemma3_normative_27_b8,gemma3_normative,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,27
gemma3_normative_27_b9,gemma3_normative,gemma3,normative,9,lack of enough trained personnel in DC systems,zeroshot,27
gemma3_normative_27_b11,gemma3_normative,gemma3,normative,11,high costs of DC solutions,zeroshot,27
gemma3_subject-matter_27_b1,gemma3_subject-matter,gemma3,subject-matter,1,"power losses, quality and safety issues",zeroshot,27
gemma3_subject-matter_27_b5,gemma3_subject-matter,gemma3,subject-matter,5,lack of pilot projects,zeroshot,27
gemma3_subject-matter_27_b6,gemma3_subject-matter,gemma3,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,27
gemma3_subject-matter_27_b9,gemma3_subject-matter,gemma3,subject-matter,9,lack of enough trained personnel in DC systems,zeroshot,27
gemma3_subject-matter_27_b11,gemma3_subject-matter,gemma3,subject-matter,11,high costs of DC solutions,zeroshot,27
llama_generalist_27_b1,llama_generalist,llama,generalist,1,"power losses, quality and safety issues",zeroshot,27
llama_generalist_27_b3,llama_generalist,llama,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,27
llama_generalist_27_b4,llama_generalist,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,27
llama_generalist_27_b5,llama_generalist,llama,generalist,5,lack of pilot projects,zeroshot,27
llama_generalist_27_b6,llama_generalist,llama,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,27
llama_normative_27_b1,llama_normative,llama,normative,1,"power losses, quality and safety issues",zeroshot,27
llama_normative_27_b2,llama_normative,llama,normative,2,reduced reliability in DC devices,zeroshot,27
llama_normative_27_b4,llama_normative,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,27
llama_normative_27_b5,llama_normative,llama,normative,5,lack of pilot projects,zeroshot,27
llama_normative_27_b6,llama_normative,llama,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,27
llama_subject-matter_27_b1,llama_subject-matter,llama,subject-matter,1,"power losses, quality and safety issues",zeroshot,27
llama_subject-matter_27_b3,llama_subject-matter,llama,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,27
llama_subject-matter_27_b4,llama_subject-matter,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,27
llama_subject-matter_27_b5,llama_subject-matter,llama,subject-matter,5,lack of pilot projects,zeroshot,27
llama_subject-matter_27_b6,llama_subject-matter,llama,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,27
mistral_generalist_27_b1,mistral_generalist,mistral,generalist,1,"power losses, quality and safety issues",zeroshot,27
mistral_generalist_27_b4,mistral_generalist,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,27
mistral_generalist_27_b5,mistral_generalist,mistral,generalist,5,lack of pilot projects,zeroshot,27
mistral_generalist_27_b7,mistral_generalist,mistral,generalist,7,incompatibility of DC systems components,zeroshot,27
mistral_generalist_27_b11,mistral_generalist,mistral,generalist,11,high costs of DC solutions,zeroshot,27
mistral_normative_27_b1,mistral_normative,mistral,normative,1,"power losses, quality and safety issues",zeroshot,27
mistral_normative_27_b2,mistral_normative,mistral,normative,2,reduced reliability in DC devices,zeroshot,27
mistral_normative_27_b3,mistral_normative,mistral,normative,3,lack of use-cases in which DC is advantageous,zeroshot,27
mistral_normative_27_b4,mistral_normative,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,27
mistral_normative_27_b5,mistral_normative,mistral,normative,5,lack of pilot projects,zeroshot,27
mistral_subject-matter_27_b1,mistral_subject-matter,mistral,subject-matter,1,"power losses, quality and safety issues",zeroshot,27
mistral_subject-matter_27_b2,mistral_subject-matter,mistral,subject-matter,2,reduced reliability in DC devices,zeroshot,27
mistral_subject-matter_27_b4,mistral_subject-matter,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,27
mistral_subject-matter_27_b5,mistral_subject-matter,mistral,subject-matter,5,lack of pilot projects,zeroshot,27
mistral_subject-matter_27_b11,mistral_subject-matter,mistral,subject-matter,11,high costs of DC solutions,zeroshot,27
phi4_generalist_28_b1,phi4_generalist,phi4,generalist,1,"power losses, quality and safety issues",zeroshot,28
phi4_generalist_28_b3,phi4_generalist,phi4,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,28
phi4_generalist_28_b4,phi4_generalist,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,28
phi4_generalist_28_b5,phi4_generalist,phi4,generalist,5,lack of pilot projects,zeroshot,28
phi4_generalist_28_b9,phi4_generalist,phi4,generalist,9,lack of enough trained personnel in DC systems,zeroshot,28
phi4_normative_28_b1,phi4_normative,phi4,normative,1,"power losses, quality and safety issues",zeroshot,28
phi4_normative_28_b3,phi4_normative,phi4,normative,3,lack of use-cases in which DC is advantageous,zeroshot,28
phi4_normative_28_b4,phi4_normative,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,28
phi4_normative_28_b8,phi4_normative,phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,28
phi4_normative_28_b10,phi4_normative,phi4,normative,10,uncertain regulatory roadmap,zeroshot,28
phi4_subject-matter_28_b1,phi4_subject-matter,phi4,subject-matter,1,"power losses, quality and safety issues",zeroshot,28
phi4_subject-matter_28_b3,phi4_subject-matter,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,28
phi4_subject-matter_28_b4,phi4_subject-matter,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,28
phi4_subject-matter_28_b5,phi4_subject-matter,phi4,subject-matter,5,lack of pilot projects,zeroshot,28
phi4_subject-matter_28_b9,phi4_subject-matter,phi4,subject-matter,9,lack of enough trained personnel in DC systems,zeroshot,28
gemma3_generalist_28_b1,gemma3_generalist,gemma3,generalist,1,"power losses, quality and safety issues",zeroshot,28
gemma3_generalist_28_b5,gemma3_generalist,gemma3,generalist,5,lack of pilot projects,zeroshot,28
gemma3_generalist_28_b6,gemma3_generalist,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,28
gemma3_generalist_28_b8,gemma3_generalist,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,28
gemma3_generalist_28_b11,gemma3_generalist,gemma3,generalist,11,high costs of DC solutions,zeroshot,28
gemma3_normative_28_b1,gemma3_normative,gemma3,normative,1,"power losses, quality and safety issues",zeroshot,28
gemma3_normative_28_b4,gemma3_normative,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,28
gemma3_normative_28_b6,gemma3_normative,gemma3,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,28
gemma3_normative_28_b8,gemma3_normative,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,28
gemma3_normative_28_b11,gemma3_normative,gemma3,normative,11,high costs of DC solutions,zeroshot,28
gemma3_subject-matter_28_b1,gemma3_subject-matter,gemma3,subject-matter,1,"power losses, quality and safety issues",zeroshot,28
gemma3_subject-matter_28_b5,gemma3_subject-matter,gemma3,subject-matter,5,lack of pilot projects,zeroshot,28
gemma3_subject-matter_28_b6,gemma3_subject-matter,gemma3,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,28
gemma3_subject-matter_28_b8,gemma3_subject-matter,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,28
gemma3_subject-matter_28_b10,gemma3_subject-matter,gemma3,subject-matter,10,uncertain regulatory roadmap,zeroshot,28
llama_generalist_28_b1,llama_generalist,llama,generalist,1,"power losses, quality and safety issues",zeroshot,28
llama_generalist_28_b2,llama_generalist,llama,generalist,2,reduced reliability in DC devices,zeroshot,28
llama_generalist_28_b3,llama_generalist,llama,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,28
llama_generalist_28_b4,llama_generalist,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,28
llama_generalist_28_b5,llama_generalist,llama,generalist,5,lack of pilot projects,zeroshot,28
llama_normative_28_b1,llama_normative,llama,normative,1,"power losses, quality and safety issues",zeroshot,28
llama_normative_28_b2,llama_normative,llama,normative,2,reduced reliability in DC devices,zeroshot,28
llama_normative_28_b3,llama_normative,llama,normative,3,lack of use-cases in which DC is advantageous,zeroshot,28
llama_normative_28_b4,llama_normative,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,28
llama_normative_28_b5,llama_normative,llama,normative,5,lack of pilot projects,zeroshot,28
llama_subject-matter_28_b1,llama_subject-matter,llama,subject-matter,1,"power losses, quality and safety issues",zeroshot,28
llama_subject-matter_28_b2,llama_subject-matter,llama,subject-matter,2,reduced reliability in DC devices,zeroshot,28
llama_subject-matter_28_b3,llama_subject-matter,llama,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,28
llama_subject-matter_28_b4,llama_subject-matter,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,28
llama_subject-matter_28_b5,llama_subject-matter,llama,subject-matter,5,lack of pilot projects,zeroshot,28
mistral_generalist_28_b1,mistral_generalist,mistral,generalist,1,"power losses, quality and safety issues",zeroshot,28
mistral_generalist_28_b4,mistral_generalist,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,28
mistral_generalist_28_b5,mistral_generalist,mistral,generalist,5,lack of pilot projects,zeroshot,28
mistral_generalist_28_b8,mistral_generalist,mistral,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,28
mistral_generalist_28_b9,mistral_generalist,mistral,generalist,9,lack of enough trained personnel in DC systems,zeroshot,28
mistral_normative_28_b1,mistral_normative,mistral,normative,1,"power losses, quality and safety issues",zeroshot,28
mistral_normative_28_b2,mistral_normative,mistral,normative,2,reduced reliability in DC devices,zeroshot,28
mistral_normative_28_b4,mistral_normative,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,28
mistral_normative_28_b5,mistral_normative,mistral,normative,5,lack of pilot projects,zeroshot,28
mistral_normative_28_b6,mistral_normative,mistral,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,28
mistral_subject-matter_28_b1,mistral_subject-matter,mistral,subject-matter,1,"power losses, quality and safety issues",zeroshot,28
mistral_subject-matter_28_b4,mistral_subject-matter,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,28
mistral_subject-matter_28_b5,mistral_subject-matter,mistral,subject-matter,5,lack of pilot projects,zeroshot,28
mistral_subject-matter_28_b7,mistral_subject-matter,mistral,subject-matter,7,incompatibility of DC systems components,zeroshot,28
mistral_subject-matter_28_b8,mistral_subject-matter,mistral,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,28
phi4_generalist_29_b1,phi4_generalist,phi4,generalist,1,"power losses, quality and safety issues",zeroshot,29
phi4_generalist_29_b3,phi4_generalist,phi4,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,29
phi4_generalist_29_b4,phi4_generalist,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
phi4_generalist_29_b5,phi4_generalist,phi4,generalist,5,lack of pilot projects,zeroshot,29
phi4_generalist_29_b9,phi4_generalist,phi4,generalist,9,lack of enough trained personnel in DC systems,zeroshot,29
phi4_normative_29_b1,phi4_normative,phi4,normative,1,"power losses, quality and safety issues",zeroshot,29
phi4_normative_29_b3,phi4_normative,phi4,normative,3,lack of use-cases in which DC is advantageous,zeroshot,29
phi4_normative_29_b4,phi4_normative,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
phi4_normative_29_b8,phi4_normative,phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,29
phi4_normative_29_b10,phi4_normative,phi4,normative,10,uncertain regulatory roadmap,zeroshot,29
phi4_subject-matter_29_b1,phi4_subject-matter,phi4,subject-matter,1,"power losses, quality and safety issues",zeroshot,29
phi4_subject-matter_29_b3,phi4_subject-matter,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,29
phi4_subject-matter_29_b4,phi4_subject-matter,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
phi4_subject-matter_29_b5,phi4_subject-matter,phi4,subject-matter,5,lack of pilot projects,zeroshot,29
phi4_subject-matter_29_b10,phi4_subject-matter,phi4,subject-matter,10,uncertain regulatory roadmap,zeroshot,29
gemma3_generalist_29_b1,gemma3_generalist,gemma3,generalist,1,"power losses, quality and safety issues",zeroshot,29
gemma3_generalist_29_b5,gemma3_generalist,gemma3,generalist,5,lack of pilot projects,zeroshot,29
gemma3_generalist_29_b6,gemma3_generalist,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,29
gemma3_generalist_29_b8,gemma3_generalist,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,29
gemma3_generalist_29_b11,gemma3_generalist,gemma3,generalist,11,high costs of DC solutions,zeroshot,29
gemma3_normative_29_b1,gemma3_normative,gemma3,normative,1,"power losses, quality and safety issues",zeroshot,29
gemma3_normative_29_b4,gemma3_normative,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
gemma3_normative_29_b8,gemma3_normative,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,29
gemma3_normative_29_b9,gemma3_normative,gemma3,normative,9,lack of enough trained personnel in DC systems,zeroshot,29
gemma3_normative_29_b11,gemma3_normative,gemma3,normative,11,high costs of DC solutions,zeroshot,29
gemma3_subject-matter_29_b1,gemma3_subject-matter,gemma3,subject-matter,1,"power losses, quality and safety issues",zeroshot,29
gemma3_subject-matter_29_b4,gemma3_subject-matter,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
gemma3_subject-matter_29_b8,gemma3_subject-matter,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,29
gemma3_subject-matter_29_b11,gemma3_subject-matter,gemma3,subject-matter,11,high costs of DC solutions,zeroshot,29
gemma3_subject-matter_29_b10,gemma3_subject-matter,gemma3,subject-matter,10,uncertain regulatory roadmap,zeroshot,29
llama_generalist_29_b1,llama_generalist,llama,generalist,1,"power losses, quality and safety issues",zeroshot,29
llama_generalist_29_b3,llama_generalist,llama,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,29
llama_generalist_29_b4,llama_generalist,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
llama_generalist_29_b7,llama_generalist,llama,generalist,7,incompatibility of DC systems components,zeroshot,29
llama_generalist_29_b11,llama_generalist,llama,generalist,11,high costs of DC solutions,zeroshot,29
llama_normative_29_b1,llama_normative,llama,normative,1,"power losses, quality and safety issues",zeroshot,29
llama_normative_29_b2,llama_normative,llama,normative,2,reduced reliability in DC devices,zeroshot,29
llama_normative_29_b3,llama_normative,llama,normative,3,lack of use-cases in which DC is advantageous,zeroshot,29
llama_normative_29_b4,llama_normative,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
llama_normative_29_b5,llama_normative,llama,normative,5,lack of pilot projects,zeroshot,29
llama_subject-matter_29_b1,llama_subject-matter,llama,subject-matter,1,"power losses, quality and safety issues",zeroshot,29
llama_subject-matter_29_b2,llama_subject-matter,llama,subject-matter,2,reduced reliability in DC devices,zeroshot,29
llama_subject-matter_29_b3,llama_subject-matter,llama,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,29
llama_subject-matter_29_b4,llama_subject-matter,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
llama_subject-matter_29_b5,llama_subject-matter,llama,subject-matter,5,lack of pilot projects,zeroshot,29
mistral_generalist_29_b1,mistral_generalist,mistral,generalist,1,"power losses, quality and safety issues",zeroshot,29
mistral_generalist_29_b4,mistral_generalist,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
mistral_generalist_29_b3,mistral_generalist,mistral,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,29
mistral_generalist_29_b7,mistral_generalist,mistral,generalist,7,incompatibility of DC systems components,zeroshot,29
mistral_generalist_29_b8,mistral_generalist,mistral,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,29
mistral_normative_29_b1,mistral_normative,mistral,normative,1,"power losses, quality and safety issues",zeroshot,29
mistral_normative_29_b4,mistral_normative,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
mistral_normative_29_b5,mistral_normative,mistral,normative,5,lack of pilot projects,zeroshot,29
mistral_normative_29_b8,mistral_normative,mistral,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,29
mistral_normative_29_b10,mistral_normative,mistral,normative,10,uncertain regulatory roadmap,zeroshot,29
mistral_subject-matter_29_b1,mistral_subject-matter,mistral,subject-matter,1,"power losses, quality and safety issues",zeroshot,29
mistral_subject-matter_29_b2,mistral_subject-matter,mistral,subject-matter,2,reduced reliability in DC devices,zeroshot,29
mistral_subject-matter_29_b4,mistral_subject-matter,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,29
mistral_subject-matter_29_b5,mistral_subject-matter,mistral,subject-matter,5,lack of pilot projects,zeroshot,29
mistral_subject-matter_29_b11,mistral_subject-matter,mistral,subject-matter,11,high costs of DC solutions,zeroshot,29
phi4_generalist_30_b1,phi4_generalist,phi4,generalist,1,"power losses, quality and safety issues",zeroshot,30
phi4_generalist_30_b3,phi4_generalist,phi4,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,30
phi4_generalist_30_b4,phi4_generalist,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,30
phi4_generalist_30_b5,phi4_generalist,phi4,generalist,5,lack of pilot projects,zeroshot,30
phi4_generalist_30_b10,phi4_generalist,phi4,generalist,10,uncertain regulatory roadmap,zeroshot,30
phi4_normative_30_b1,phi4_normative,phi4,normative,1,"power losses, quality and safety issues",zeroshot,30
phi4_normative_30_b3,phi4_normative,phi4,normative,3,lack of use-cases in which DC is advantageous,zeroshot,30
phi4_normative_30_b4,phi4_normative,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,30
phi4_normative_30_b8,phi4_normative,phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,30
phi4_normative_30_b10,phi4_normative,phi4,normative,10,uncertain regulatory roadmap,zeroshot,30
phi4_subject-matter_30_b1,phi4_subject-matter,phi4,subject-matter,1,"power losses, quality and safety issues",zeroshot,30
phi4_subject-matter_30_b2,phi4_subject-matter,phi4,subject-matter,2,reduced reliability in DC devices,zeroshot,30
phi4_subject-matter_30_b3,phi4_subject-matter,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,30
phi4_subject-matter_30_b4,phi4_subject-matter,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,30
phi4_subject-matter_30_b5,phi4_subject-matter,phi4,subject-matter,5,lack of pilot projects,zeroshot,30
gemma3_generalist_30_b1,gemma3_generalist,gemma3,generalist,1,"power losses, quality and safety issues",zeroshot,30
gemma3_generalist_30_b5,gemma3_generalist,gemma3,generalist,5,lack of pilot projects,zeroshot,30
gemma3_generalist_30_b6,gemma3_generalist,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,30
gemma3_generalist_30_b8,gemma3_generalist,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,30
gemma3_generalist_30_b11,gemma3_generalist,gemma3,generalist,11,high costs of DC solutions,zeroshot,30
gemma3_normative_30_b1,gemma3_normative,gemma3,normative,1,"power losses, quality and safety issues",zeroshot,30
gemma3_normative_30_b4,gemma3_normative,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,30
gemma3_normative_30_b6,gemma3_normative,gemma3,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,30
gemma3_normative_30_b8,gemma3_normative,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,30
gemma3_normative_30_b11,gemma3_normative,gemma3,normative,11,high costs of DC solutions,zeroshot,30
gemma3_subject-matter_30_b1,gemma3_subject-matter,gemma3,subject-matter,1,"power losses, quality and safety issues",zeroshot,30
gemma3_subject-matter_30_b5,gemma3_subject-matter,gemma3,subject-matter,5,lack of pilot projects,zeroshot,30
gemma3_subject-matter_30_b6,gemma3_subject-matter,gemma3,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,30
gemma3_subject-matter_30_b9,gemma3_subject-matter,gemma3,subject-matter,9,lack of enough trained personnel in DC systems,zeroshot,30
gemma3_subject-matter_30_b10,gemma3_subject-matter,gemma3,subject-matter,10,uncertain regulatory roadmap,zeroshot,30
llama_generalist_30_b1,llama_generalist,llama,generalist,1,"power losses, quality and safety issues",zeroshot,30
llama_generalist_30_b3,llama_generalist,llama,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,30
llama_generalist_30_b4,llama_generalist,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,30
llama_generalist_30_b5,llama_generalist,llama,generalist,5,lack of pilot projects,zeroshot,30
